fornecedor_id,fornecedor,registros,valor_total,quantidade_total,instituicoes,fornecedores,preco_ponderado
22862531000126,TOP NORTE COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA,665,76626213.4923,264707084.0,112,1,0.2894754924363868
00874929000140,MED CENTER COMERCIAL LTDA,1482,75833689.1012,94574359.0,114,1,0.8018419569854024
23637718000199,AIRMED LTDA,40,75372462.457,24643510.0,5,1,3.058511651018869
12420164000319,CM HOSPITALAR S.A.,356,74523652.612,38780753.0,57,1,1.9216659514579308
72677933000129,HMEDIC DISTRIBUIDORA DE MEDICAMENTOS LTDA,12,71444267.243,21325591.0,4,1,3.3501658754967214
06886136000127,MEDCOM COMERCIO REPRESENTACOES E SERVICOS LTDA,153,71426807.3145,7200751.0,8,1,9.919355260930423
41511821000170,DESTRA DISTRIBUIDORA DE MEDICAMENTOS LTDA,563,70330589.6518,347808496.0,84,1,0.20221067185144323
17159229000176,LABORATORIO TEUTO BRASILEIRO S/A,156,69084886.3942,356999338.0,47,1,0.19351544678270524
05816630000152,FUNDO ESTADUAL DE SAUDE DO ESTADO DA BAHIA,3,68794697.35,2165.0,1,1,31775.841732101613
35753111000153,NORD PRODUTOS EM SAUDE LTDA,90,67927794.239,7127260.0,22,1,9.530702435297716
11367967000122,CERTA MEDICAMENTOS COMERCIAL LTDA,16,66278462.0,795624.0,6,1,83.30374900706866
19570720000706,HIPOLABOR FARMACEUTICA LTDA,55,64810615.6735,395943984.0,10,1,0.1636863250673863
94389400000184,MCW PRODUTOS MEDICOS E HOSPITALARES LTDA,1179,63945727.9724,313635720.0,123,1,0.20388534817526524
41365113000178,NOVA MEDICAMENTOS LTDA,721,63649796.3397,75684130.0,97,1,0.8409926405932129
49324221000880,FRESENIUS KABI BRASIL LTDA.,41,62836810.95,15735622.0,9,1,3.993284215266483
57767729000105,DISTRIBUIDORA DE MEDICAMENTOS LEMES E CESA LTDA,85,60683886.174,2181040.0,1,1,27.823371498917947
26921908000121,HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.,34,59553789.352,18277170.0,13,1,3.258370379659433
20590555000148,AGIL MEDICAMENTOS LTDA,785,59226051.6792,107703672.0,106,1,0.549898165767273
45992062000165,GERMED FARMACEUTICA LTDA,20,58833173.538,89514724.0,6,1,0.6572457681710553
76386283000113,DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA,1640,58583053.3567,83630707.0,156,1,0.7004969282000689
16665873000153,MARCA DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,12,57897903.0,13048100.0,2,1,4.437266958407737
56994502009862,NOVARTIS BIOCIENCIAS SA,4,57032552.84,311824.0,1,1,182.8998179742419
56994502000130,NOVARTIS BIOCIENCIAS SA,27,56984546.2678,1182862.0,9,1,48.17514322702057
31474414000186,BUTERI COMERCIO E REPRESENTACOES LTDA,127,56919299.53,13901140.0,12,1,4.094577820955691
01107391001263,SUPPORT PRODUTOS NUTRICIONAIS LTDA,80,56203213.2044,38637332.0,8,1,1.454634942298811
11195057000100,AVAREMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,1541,55473887.208,46652957.0,42,1,1.1890754793527878
12420164003687,CM HOSPITALAR S.A.,75,55012943.79,7164244.0,16,1,7.678820513371683
06081203000136,HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA,81,54869189.59,453191.0,13,1,121.07299039477837
07640617000110,DISTRIBUIDORA BRASIL COML DE PRODUTOS MEDICOS HOSPITALARES LTDA,385,53074086.1473,118816098.0,34,1,0.44669103800479965
31905076000190,RG2S DISTRIBUIDORA DE MEDICAMENTOS LTDA,550,51968925.5317,294210916.0,102,1,0.17663833224903186
94516671000153,CIRURGICA SANTA CRUZ COM. DE PRODUTOS HOSPITALARES LTDA.,790,51937775.7963,221464288.0,53,1,0.23451986893841775
04752991000110,BIOMM S/A,12,51643217.5,2434885.0,4,1,21.20971524322504
02513899000414,GRIFOLS BRASIL LTDA,9,51394214.72,56834.0,2,1,904.2864257310764
03945035000191,ACACIA COMERCIO DE MEDICAMENTOS LTDA,3122,51110473.8839,269108562.0,110,1,0.18992511239348825
53359824000461,BLANVER FARMOQUIMICA E FARMACEUTICA S.A.,11,50606672.26,9583374.0,4,1,5.280673827401498
17472278000164,GOLDENPLUS - COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,1526,50246968.7023,112081923.0,153,1,0.4483057334972741
10493969000103,TC ATUAL COMERCIO DE MEDICAMENTOS LTDA,59,50153120.92,3500612.0,22,1,14.326957949067193
21596736000144,ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA,519,49216983.67,69537914.0,5,1,0.7077719310073063
49475833001765,BIOLAB SANUS FARMACEUTICA LTDA,66,48374510.219,80982123.0,13,1,0.5973480124619602
07752236000476,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A,70,46694358.1424,521837899.0,20,1,0.08948058052487291
14271474000182,FRAGNARI DISTRIBUIDORA DE MEDICAMENTOS LTDA.,1817,46621619.7514,62762778.0,72,1,0.7428227563700256
34027398000171,JETHAMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,457,46288204.2063,161682157.0,65,1,0.2862913574705711
10448145000103,GRAMS & GRAMS LTDA.,1968,45171470.114,107694545.0,82,1,0.4194406514647515
