fabricante_id,fabricante,ocorrencias,rotulo
22938449000138,SUTUTECH - MATERIAIS MEDICOS LTDA,6,SUTUTECH - MATERIAIS MED [M1341]
22940751000201,LUMIRADX HEALTHCARE LTDA,1,LUMIRADX HEALTHCARE LTDA [M1342]
22949063000121,MEDIHOSP DISTRIBUIDORA DE MATERIAIS MEDICO-HOSPITALARES LTDA,2,MEDIHOSP DISTRIBUIDORA D [M1343]
22966065000129,NUTRIEX INDUSTRIA DE NUTRACEUTICOS LTDA,81,NUTRIEX INDUSTRIA DE NUT [M1344]
22976138000163,SAMED COMERCIO LTDA,8,SAMED COMERCIO LTDA [M1345]
23093434000189,RIOMAR TRADING LTDA,3,RIOMAR TRADING LTDA [M1346]
23179485000128,PEG LIMP INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA,1,PEG LIMP INDUSTRIA E COM [M1347]
23191397000141,MED LIFE INDUSTRIA E COMERCIO DE MOVEIS LTDA,4,MED LIFE INDUSTRIA E COM [M1348]
23228076000174,CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES LTDA,5,CMH - CENTRAL DE MEDICAM [M1349]
23232280000169,ZUCK PAPEIS LTDA,1,ZUCK PAPEIS LTDA [M1350]
23236167000151,NORTH MED DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA.,1,NORTH MED DISTRIBUIDORA  [M1351]
23241814000113,ARQUIMED DISTRIBUIDORA E REPRESENTACAO DE PRODUTOS MEDICOS LTDA,2,ARQUIMED DISTRIBUIDORA E [M1352]
23291398000168,HORSE MOVEIS HOSPITALARES LTDA,3,HORSE MOVEIS HOSPITALARE [M1353]
23301951000104,MEDCAL PRODUTOS CIRURGICOS LTDA,18,MEDCAL PRODUTOS CIRURGIC [M1354]
23351545000148,"CONMED DO BRASIL COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS HOSPITALARES LTDA",3,CONMED DO BRASIL COMERCI [M1355]
23359559000108,ABASANTOS DISTRIBUIDORA LTDA,1,ABASANTOS DISTRIBUIDORA  [M1356]
23376715000149,OXIMONT GASES E MONTAGEM INDUSTRIAIS LTDA,3,OXIMONT GASES E MONTAGEM [M1357]
23402794000115,CLEANUP INDUSTRIA E COMERCIO DE CALCADOS LTDA,18,CLEANUP INDUSTRIA E COME [M1358]
23420241000195,ANTONIO JACINTO RODRIGUES BORGES,4,ANTONIO JACINTO RODRIGUE [M1359]
23466209000140,SALUS BIOMEDICAL LTDA,3,SALUS BIOMEDICAL LTDA [M1360]
23478737000110,INALAMED HOSPITALAR LTDA,8,INALAMED HOSPITALAR LTDA [M1361]
23511454000122,J R D BRANDAO LTDA,2,J R D BRANDAO LTDA [M1362]
23524957000132,SAO PAULO ARTIGOS HOSPITALARES LTDA,4,SAO PAULO ARTIGOS HOSPIT [M1363]
23552212000187,ROCHE DIABETES CARE BRASIL LTDA,582,ROCHE DIABETES CARE BRAS [M1364]
23596733000136,SEROPLAST INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,17,SEROPLAST INDUSTRIA E CO [M1365]
23597822000369,SERRA SAUDE COMERCIO DE EQUIPAMENTOS MEDICOS LTDA,2,SERRA SAUDE COMERCIO DE  [M1366]
23605544000182,ESSENZA INDUSTRIA QUIMICA LTDA,2,ESSENZA INDUSTRIA QUIMIC [M1367]
23643315000152,DANONE LTDA,152,DANONE LTDA [M1368]
23643315011510,DANONE LTDA,231,DANONE LTDA [M1369]
23643315014293,DANONE LTDA,124,DANONE LTDA [M1370]
23643315014455,DANONE LTDA,5,DANONE LTDA [M1371]
23643895000188,SUPERARMED EQUIPAMENTOS MEDICOS HOSPITALARES LTDA,3,SUPERARMED EQUIPAMENTOS  [M1372]
23654188000197,ARAUCCOM INDUSTRIAL LTDA,4,ARAUCCOM INDUSTRIAL LTDA [M1373]
23668196000192,MR PHARMA LTDA,8,MR PHARMA LTDA [M1374]
23720752000122,JARDIM DISTRIBUIDORA DE COSMETICOS LTDA,28,JARDIM DISTRIBUIDORA DE  [M1375]
23829339000109,INFINITI CONFECCAO LTDA,28,INFINITI CONFECCAO LTDA [M1376]
23844135000139,POLLY PLAST LUVAS PLASTICAS LTDA,1,POLLY PLAST LUVAS PLASTI [M1377]
23864942000113,UNIQUE DISTRIBUIDORA DE MEDICAMENTOS LTDA,9,UNIQUE DISTRIBUIDORA DE  [M1378]
23864965000128,"GAMMA CRUCIS COMERCIO ATACADISTA, IMPORTACAO E DISTRIBUICAO LTDA",24,GAMMA CRUCIS COMERCIO AT [M1379]
23866426000128,HOSPBOX DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,5,HOSPBOX DISTRIBUIDORA DE [M1380]
24039450000156,HDX COMERCIAL LTDA,1,HDX COMERCIAL LTDA [M1381]
24039668000100,MEDPACK INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS E HOSPITALARES LTDA,4,MEDPACK INDUSTRIA E COME [M1382]
24067457000181,FORCE MEDICAL INDUSTRIA E DISTRIBUIDORA LTDA,1,FORCE MEDICAL INDUSTRIA  [M1383]
24110829000105,COMERCIAL E INDUSTRIAL SAO LOURENCO LTDA,2,COMERCIAL E INDUSTRIAL S [M1384]
24183639000118,DIDATICA ARTIGOS PARA LABORATORIO LTDA,4,DIDATICA ARTIGOS PARA LA [M1385]
24191943000107,GLOBALMED COMERCIO E SERVICOS LTDA,3,GLOBALMED COMERCIO E SER [M1386]
24305952000181,WILLIAM RIBEIRO PRODUTOS MEDICOS,14,WILLIAM RIBEIRO PRODUTOS [M1387]
24325781000152,MD FARMA DISTRIBUIDOR ATACADISTA LTDA,11,MD FARMA DISTRIBUIDOR AT [M1388]
24326304000101,A 2 F INDUSTRIA FARMACEUTICA LTDA,3,A 2 F INDUSTRIA FARMACEU [M1389]
24331585000190,MULTICARE PHARMACEUTICALS LTDA,2,MULTICARE PHARMACEUTICAL [M1390]
24355680000124,FORTCLEAN COMERCIO DE PRODUTOS TEXTEIS LTDA,24,FORTCLEAN COMERCIO DE PR [M1391]
24360910000143,PLENA INDUSTRIA DE FRALDAS LTDA - FALIDO,42,PLENA INDUSTRIA DE FRALD [M1392]
24365710000183,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,1,UNIVERSIDADE FEDERAL DO  [M1393]
24371769000184,MEKNE PRODUTOS MEDICOS LTDA,3,MEKNE PRODUTOS MEDICOS L [M1394]
24380578005490,WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA.,1,WHITE MARTINS GASES INDU [M1395]
24450310000176,USA COMERCIO DE PRODUTOS CIRURGICOS LTDA,5,USA COMERCIO DE PRODUTOS [M1396]
24467477000140,SUPREMA PAPEIS INDUSTRIA E COMERCIO DE PRODUTOS DE PAPEL LTDA,30,SUPREMA PAPEIS INDUSTRIA [M1397]
24481773000103,"GEMMINI GESTORA DE EQUIPAMENTOS, MATERIAIS, MEDICAMENTOS E IMPLANTES NACIONAIS E IMPORTADOS LTDA",1,GEMMINI GESTORA DE EQUIP [M1398]
24504841000102,RS TRENTO LTDA,2,RS TRENTO LTDA [M1399]
24562614000125,VIVA CARE MATERIAL MEDICO HOSPITALAR LTDA.,1,VIVA CARE MATERIAL MEDIC [M1400]
24563776000188,SAMSUNG BIOEPIS BR PHARMACEUTICAL LTDA,5,SAMSUNG BIOEPIS BR PHARM [M1401]
24586988000180,CIRURGICA NOSSA SENHORA LTDA,2,CIRURGICA NOSSA SENHORA  [M1402]
24633934000129,CAMBER FARMACEUTICA LTDA.,27,CAMBER FARMACEUTICA LTDA [M1403]
24682887000103,AQUASONUS MEDICAL COMPANY LTDA,9,AQUASONUS MEDICAL COMPAN [M1404]
24922642000106,ECO VIDA COMERCIO E INDUSTRIA DE EMBALAGENS PLASTICA LTDA,1,ECO VIDA COMERCIO E INDU [M1405]
24987897000157,BIOMECK EQUIPAMENTOS MEDICOS LTDA,2,BIOMECK EQUIPAMENTOS MED [M1406]
24994990000199,FOXMED MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,7,FOXMED MEDICAMENTOS E PR [M1407]
25031668000127,SAMEH SOLUCOES HOSPITALARES LTDA,29,SAMEH SOLUCOES HOSPITALA [M1408]
25034906000158,FLYMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,FLYMED COMERCIO DE PRODU [M1409]
25066271000170,ALGSUN INDUSTRIA E COMERCIO DE PRODUTOS LTDA,37,ALGSUN INDUSTRIA E COMER [M1410]
25072559000158,MATHEUS HENRIQUE SILVA PRODUTOS DE LIMPEZA,18,MATHEUS HENRIQUE SILVA P [M1411]
25097077000152,AGA INDUSTRIA E COMERCIO DE COLCHOES LTDA,2,AGA INDUSTRIA E COMERCIO [M1412]
25101992000174,UGHC BRASIL IMPORTADORA LTDA,34,UGHC BRASIL IMPORTADORA  [M1413]
25151542000196,LIFY BRASIL MOVEIS LTDA,3,LIFY BRASIL MOVEIS LTDA [M1414]
25210463000109,PTC FARMACEUTICA DO BRASIL LTDA.,22,PTC FARMACEUTICA DO BRAS [M1415]
25242466000124,SAFRAS INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEIS LTDA EM RECUPERACAO JUDICIAL,1,SAFRAS INDUSTRIA E COMER [M1416]
25280640000123,"AIRMED BRASIL INDUSTRIA, COMERCIO E IMPORTACAO DE EQUIPAMENTOS MEDICOS-ODONTOLOGICOS LTDA",1,"AIRMED BRASIL INDUSTRIA, [M1417]"
25288745000129,NEW MEDIC COMERCIO ATACADISTA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA,9,NEW MEDIC COMERCIO ATACA [M1418]
25318297000169,"CITYMEDIC INDUSTRIA, COMERCIO E SERVICOS DE MATERIAIS HOSPITALARES LTDA",3,"CITYMEDIC INDUSTRIA, COM [M1419]"
25329901000152,MGS BRASIL DISTRIBUIDORA LTDA,2,MGS BRASIL DISTRIBUIDORA [M1420]
25398752000183,DJ COMERCIO E SERVICO EM GERAL LTDA,1,DJ COMERCIO E SERVICO EM [M1421]
25407581000101,NANOSENS LTDA.,1,NANOSENS LTDA. [M1422]
25463374000174,MEDEFE PRODUTOS MEDICO- HOSPITALARES LTDA,7,MEDEFE PRODUTOS MEDICO-  [M1423]
25773037000183,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,672,PHARMASCIENCE INDUSTRIA  [M1424]
25980095000188,MASSA FALIDA DE CLAIR MONT INDUSTRIA E COMERCIO LTDA,1,MASSA FALIDA DE CLAIR MO [M1425]
26003887000165,DESCARTATA CONFECCOES LTDA,2,DESCARTATA CONFECCOES LT [M1426]
26024381000132,TECSO INDUSTRIA E COMERCIO DE COSMETICOS LTDA,18,TECSO INDUSTRIA E COMERC [M1427]
26034121000148,PRIMO MANHANI NETO,19,PRIMO MANHANI NETO [M1428]
26043097000103,FATO IMPORTADORA E EXPORTADORA DE INSTRUMENTOS CIRURGICOS LTDA,47,FATO IMPORTADORA E EXPOR [M1429]
26052170000103,HR HOSPITALAR LTDA,2,HR HOSPITALAR LTDA [M1430]
26089337000100,BELLPHARMA MEDICAMENTOS LTDA,1,BELLPHARMA MEDICAMENTOS  [M1431]
26117900000107,PREMA INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,2,PREMA INDUSTRIA E COMERC [M1432]
26145871000197,OPEN MEDICAL COMERCIO IMPORTACAO E EXPORTACAO LTDA,19,OPEN MEDICAL COMERCIO IM [M1433]
26160989000194,DESCTEXTIL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA,2,DESCTEXTIL INDUSTRIA E C [M1434]
26185222000110,PASSROD IMPORTACAO E EXPORTACAO DE PRODUTOS PARA SAUDE LTDA,17,PASSROD IMPORTACAO E EXP [M1435]
26234900000197,HOSPILAR COMERCIO DE MATERIAL MEDICO HOSPITALAR EIRELI,2,HOSPILAR COMERCIO DE MAT [M1436]
26240632000116,DENTAL HIGIX PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES LTDA.,5,DENTAL HIGIX PRODUTOS OD [M1437]
26263959000103,DOMO SALUTE CONSULTORIA REGULATORIA LTDA,4,DOMO SALUTE CONSULTORIA  [M1438]
26318479000100,BEDALM PHARMA DO BRASIL LTDA.,19,BEDALM PHARMA DO BRASIL  [M1439]
26325797000190,EREMIX INDUSTRIA DE ALIMENTOS ESPECIAIS LTDA,29,EREMIX INDUSTRIA DE ALIM [M1440]
26337573000107,NUTRIMAX HOSPITALAR LTDA,1,NUTRIMAX HOSPITALAR LTDA [M1441]
26385056000103,PAULA GONCALVES DA SILVA,13,PAULA GONCALVES DA SILVA [M1442]
26397154000152,3P MEDICAL LTDA,10,3P MEDICAL LTDA [M1443]
26401571000121,TRES PHARMA DISTRIBUIDORA E SERVICOS LTDA,2,TRES PHARMA DISTRIBUIDOR [M1444]
26402053000122,BE LIFE INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE MATERIAIS HOSPITALARES LTDA,16,BE LIFE INDUSTRIA COMERC [M1445]
26439487000105,SANDOM INDUSTRIA E COMERCIO FARMACEUTICO LTDA,8,SANDOM INDUSTRIA E COMER [M1446]
26476191000156,HIROMED PRODUTOS HOSPITALARES LTDA,1,HIROMED PRODUTOS HOSPITA [M1447]
26556283000146,PRIMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,2,PRIMED COMERCIO DE PRODU [M1448]
26570361000167,PORTAL DISTRIBUIDORA HOSPITALAR LTDA,3,PORTAL DISTRIBUIDORA HOS [M1449]
26603680000121,MORAMED MANUTENCAO E VENDA DE ACESSORIOS MEDICO HOSPITALAR LTDA,1,MORAMED MANUTENCAO E VEN [M1450]
26628908000138,URSA COMERCIAL LTDA,30,URSA COMERCIAL LTDA [M1451]
26685436000155,GOLD CARE COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES LTDA,1,GOLD CARE COMERCIO DE MA [M1452]
26751186000104,AMERICAN HEALTH PRODUTOS PARA SAUDE LTDA,23,AMERICAN HEALTH PRODUTOS [M1453]
26757894000152,LEMED DISTRIBUIDORA MATERIAIS HOSPITALARES LTDA,1,LEMED DISTRIBUIDORA MATE [M1454]
26898124000120,FARMANORTE COMERCIO E MANIPULACAO DE MEDICAMENTOS LTDA,6,FARMANORTE COMERCIO E MA [M1455]
26965679000147,GG INDUSTRIA DE EQUIPAMENTOS MEDICOS LTDA,11,GG INDUSTRIA DE EQUIPAME [M1456]
27011022000103,BL INDUSTRIA OTICA LTDA,135,BL INDUSTRIA OTICA LTDA [M1457]
27029083000106,ODONTOMASTER COMERCIO DE PRODUTOS PARA SAUDE LTDA,3,ODONTOMASTER COMERCIO DE [M1458]
27075106000100,NOVIDA INDUSTRIA E COMERCIO DE MOVEIS LTDA,1,NOVIDA INDUSTRIA E COMER [M1459]
27080739000107,PRIME SOLUCOES EM SAUDE LTDA,1,PRIME SOLUCOES EM SAUDE  [M1460]
27089709000161,FIRSTLAB INDUSTRIA IMPORTACAO E EXPORTACAO DE PRODUTOS PARA LABORATORIOS LTDA,134,FIRSTLAB INDUSTRIA IMPOR [M1461]
27089709000242,FIRSTLAB INDUSTRIA IMPORTACAO E EXPORTACAO DE PRODUTOS PARA LABORATORIOS LTDA,2,FIRSTLAB INDUSTRIA IMPOR [M1462]
27130979000179,OPEN FARMA COMERCIO DE PRODUTOS HOSPITALARES LTDA,3,OPEN FARMA COMERCIO DE P [M1463]
27156872000108,VILLE COMERCIO E SERVICOS DE MOVEIS LTDA,4,VILLE COMERCIO E SERVICO [M1464]
27311107000107,SC MED DISTRIBUIDORA MEDICO HOSPITALAR LTDA,1,SC MED DISTRIBUIDORA MED [M1465]
27325768000191,PREMIUM HOSPITALAR LTDA,152,PREMIUM HOSPITALAR LTDA [M1466]
27376022000107,PRIME CIRURGICA IMPORTADORA E DISTRIBUIDORA DE MERCADORIAS E EQUIPAMENTOS MEDICOS E HOSPITALARES LTDA,175,PRIME CIRURGICA IMPORTAD [M1467]
27376632000100,EXATA DISTRIBUIDORA DE MEDICAMENTOS - EIRELI,1,EXATA DISTRIBUIDORA DE M [M1468]
27401513000160,DEVANT CARE COMERCIAL LTDA,4,DEVANT CARE COMERCIAL LT [M1469]
27435570000160,NUTRI CENTER PRODUTOS NUTRICIONAIS LTDA,1,NUTRI CENTER PRODUTOS NU [M1470]
27468000000177,MED COMPANY - INDUSTRIA TEXTIL LTDA,5,MED COMPANY - INDUSTRIA  [M1471]
27608037000153,DEJAMARO INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS-HOSPITALARES LTDA,65,DEJAMARO INDUSTRIA E COM [M1472]
27617206000111,HUMANNA MEDICAL LTDA,1,HUMANNA MEDICAL LTDA [M1473]
27656480000108,PROATIVA HOSPITALAR LTDA,1,PROATIVA HOSPITALAR LTDA [M1474]
27672908000106,WIENSKOSKI & FAIOLA LTDA,107,WIENSKOSKI & FAIOLA LTDA [M1475]
27710825000156,MINAS MED BRASIL LTDA,2,MINAS MED BRASIL LTDA [M1476]
27806274000129,PROMEDI DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,3,PROMEDI DISTRIBUIDORA DE [M1477]
27854119000188,BETHA QUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,7,BETHA QUIMICA INDUSTRIA  [M1478]
28104240000236,QUALYNUTRI NUTRACEUTICOS LTDA,21,QUALYNUTRI NUTRACEUTICOS [M1479]
28114563000120,BRIT DISTRIBUIDORA DE MATERIAL MEDICO LTDA,2,BRIT DISTRIBUIDORA DE MA [M1480]
28123417000160,PARTNER FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,5,PARTNER FARMA DISTRIBUID [M1481]
28145496000100,IGEMEDIC DISTRIBUIDORA HOSPITALAR LTDA,3,IGEMEDIC DISTRIBUIDORA H [M1482]
28184138000107,WF INDUSTRIA E COMERCIO DE FRALDAS LTDA,49,WF INDUSTRIA E COMERCIO  [M1483]
28215470000191,GOLDMED IMPORTACAO DE PRODUTOS HOSPITALARES LTDA.,15,GOLDMED IMPORTACAO DE PR [M1484]
28227946000104,FERREIRA COMERCIO DE ARTIGOS MEDICOS E ORTOPEDICOS LTDA,1,FERREIRA COMERCIO DE ART [M1485]
28273249000190,NEO INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,36,NEO INDUSTRIA E COMERCIO [M1486]
28289799000105,SOS DISTRIBUIDORA IMPORTADORA E EXPORTADORA DE PRODUTOS PARA SAUDE LTDA,3,SOS DISTRIBUIDORA IMPORT [M1487]
28345933000130,BRAMED COMERCIO HOSPITALAR DO BRASIL LTDA,13,BRAMED COMERCIO HOSPITAL [M1488]
28415097000112,ANAPOLIS INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,183,ANAPOLIS INDUSTRIA E COM [M1489]
28418133000100,MED VITTA COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,MED VITTA COMERCIO DE PR [M1490]
28421328000109,ALLIANCA EQUIPAMENTOS MEDICOS LTDA,2,ALLIANCA EQUIPAMENTOS ME [M1491]
28531958000128,MRV PRODUTOS MEDICOS E ODONTOLOGICOS LTDA.,41,MRV PRODUTOS MEDICOS E O [M1492]
28535028000142,CAB INDUSTRIA E COMERCIO DE PAPEIS LTDA,1,CAB INDUSTRIA E COMERCIO [M1493]
28547190000180,GRAZIELA VELANI ABUFARES COMERCIO DE MEDICAMENTOS LTDA,10,GRAZIELA VELANI ABUFARES [M1494]
28570692000122,PHARMA STAR COMERCIO DE MEDICAMENTOS LTDA,9,PHARMA STAR COMERCIO DE  [M1495]
28584043000180,TOQUE DAS FEITICEIRAS PRODUTOS NATURAIS LTDA,4,TOQUE DAS FEITICEIRAS PR [M1496]
28614626000107,LABORATORIO DE EXTRATOS ALERGENICOS LTDA,5,LABORATORIO DE EXTRATOS  [M1497]
28634665000176,HEARST LABORATORIOS DO BRASIL LTDA,1,HEARST LABORATORIOS DO B [M1498]
28753796000172,ISOFAR INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,115,ISOFAR INDUSTRIA E COMER [M1499]
28791011000156,FOX INDUSTRIA E COMERCIO DE MATERIAIS MEDICOS E HOSPITALARES LTDA,23,FOX INDUSTRIA E COMERCIO [M1500]
28820255000110,"SUPREMA DENTAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA",1,SUPREMA DENTAL IMPORTACA [M1501]
28843702000156,CONECTAMED - COMERCIO E DISTRIBUICAO LTDA,2,CONECTAMED - COMERCIO E  [M1502]
28846752000197,INNOVAPHARMA LABORATORIO E MANIPULACAO LTDA,1,INNOVAPHARMA LABORATORIO [M1503]
28857335000140,"MAXIMA DENTAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA",132,MAXIMA DENTAL IMPORTACAO [M1504]
28862209000183,POLIBOR LTDA,10,POLIBOR LTDA [M1505]
28911309000152,ESPIRITO SANTO DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,9,ESPIRITO SANTO DISTRIBUI [M1506]
28924885000134,QUEST INTERNATIONAL LOGISTICS LTDA,1,QUEST INTERNATIONAL LOGI [M1507]
28938645000199,PINUS INDUSTRIA QUIMICA E FARMACEUTICA LTDA,1,PINUS INDUSTRIA QUIMICA  [M1508]
28942435000174,ASP - FARMACEUTICA LTDA,2,ASP - FARMACEUTICA LTDA [M1509]
28954946000106,RAMON LEONCIO BARROS DE VASCONCELOS,1,RAMON LEONCIO BARROS DE  [M1510]
28993612000141,BIOTEK COMERCIO DE MATERIAIS MEDICOS HOSPITALARES LTDA,6,BIOTEK COMERCIO DE MATER [M1511]
29032903000136,PLENA MEDICA HOSPITALAR LTDA,2,PLENA MEDICA HOSPITALAR  [M1512]
29057136000110,SURGICALMEDI - IMPORTADORA E DISTRIBUIDORA DE MATERIAIS CIRURGICOS LTDA,7,SURGICALMEDI - IMPORTADO [M1513]
29084765000139,LAM BRASIL EQUIPAMENTOS MEDICOS LTDA,1,LAM BRASIL EQUIPAMENTOS  [M1514]
29127216000102,AF EMPREENDIMENTOS LTDA,1,AF EMPREENDIMENTOS LTDA [M1515]
29190430000103,GLOBAL REGULATORY PARTNERS BRASIL EIRELI,7,GLOBAL REGULATORY PARTNE [M1516]
29206899000185,FBELLA LTDA,1,FBELLA LTDA [M1517]
29220512000145,MCN COMERCIO E IMPORTACAO DE PRODUTOS CIRURGICOS LTDA,119,MCN COMERCIO E IMPORTACA [M1518]
29223425000141,FORTSEC INDUSTRIA & COMERCIO DE PRODUTOS DE HIGIENE LTDA,1,FORTSEC INDUSTRIA & COME [M1519]
29277167000186,COOPERATIVA REGIONAL AGROPECUARIA DE MACUCO LIMITADA,1,COOPERATIVA REGIONAL AGR [M1520]
29311964000132,MARSEG EQUIPAMENTOS DE PROTECAO LTDA,1,MARSEG EQUIPAMENTOS DE P [M1521]
29346301000153,LABORATORIO FARMACEUTICO VITAMED LTDA,616,LABORATORIO FARMACEUTICO [M1522]
29599516000186,DRYLOCK TECHNOLOGIES PARTICIPACOES LTDA.,50,DRYLOCK TECHNOLOGIES PAR [M1523]
29602808000120,DIAMANTE MATERIAL MEDICO HOSPITALAR LTDA,4,DIAMANTE MATERIAL MEDICO [M1524]
29614830000190,MEDITON FARMACEUTICA LTDA -,1,MEDITON FARMACEUTICA LTD [M1525]
29619751000172,ZAPMEDICA PRODUTOS E EQUIPAMENTOS PARA A SAUDE LTDA,1,ZAPMEDICA PRODUTOS E EQU [M1526]
29689057000121,P S M EQUIPAMENTOS MEDICOS LTDA,1,P S M EQUIPAMENTOS MEDIC [M1527]
29791821000175,MAGNA INDUSTRIA DE MATERIAIS HOSPITALARES LTDA,10,MAGNA INDUSTRIA DE MATER [M1528]
29907666000100,"VYP MATERIAL HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO LTDA",1,VYP MATERIAL HOSPITALAR  [M1529]
29928032000133,GLASSLAB ARTIGOS PARA LABORATORIO LTDA,1,GLASSLAB ARTIGOS PARA LA [M1530]
29986299000187,LATIN HEALTH IMPORTADORA E DISTRIBUIDORA LTDA.,1,LATIN HEALTH IMPORTADORA [M1531]
29992682000148,ECOMED COMERCIO DE PRODUTOS MEDICOS LTDA,8,ECOMED COMERCIO DE PRODU [M1532]
30034749000110,MARCELA CAROLINE BASTOS SALDANHA EIRELI,1,MARCELA CAROLINE BASTOS  [M1533]
30036611000150,ECOFARMA COMERCIO DE MEDICAMENTOS LTDA,2,ECOFARMA COMERCIO DE MED [M1534]
30048726000165,BELA MAGAZINE COMERCIO VAREJISTA DE MOVEIS LTDA,2,BELA MAGAZINE COMERCIO V [M1535]
30064034000100,"INSTITUTO VITAL BRAZIL S/A (CENTRO DE PESQUISAS, PRODUTOS QUIMICOS E BIOLOGICOS)",51,INSTITUTO VITAL BRAZIL S [M1536]
30082076000174,ABSOLUTA SAUDE IMP. EXP. E COMERCIO DE PRODUTOS PARA SAUDE LTDA,49,ABSOLUTA SAUDE IMP. EXP. [M1537]
30096901000190,TOSETTI LTDA,8,TOSETTI LTDA [M1538]
30153811000193,GUERBET IMAGEM DO BRASIL LTDA,7,GUERBET IMAGEM DO BRASIL [M1539]
30197366000163,LANZA MEDICAL EQUIPAMENTOS ODONTO MEDICOS LTDA,1,LANZA MEDICAL EQUIPAMENT [M1540]
30203451000197,VILHEMED COM. ATACADISTA E VAREJISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO LTDA,1,VILHEMED COM. ATACADISTA [M1541]
30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,2908,VITAMEDIC INDUSTRIA FARM [M1542]
30278428000161,L'OREAL BRASIL COMERCIAL DE COSMETICOS LTDA,3,L'OREAL BRASIL COMERCIAL [M1543]
30280358000186,ROCHE DIAGNOSTICA BRASIL LTDA.,12,ROCHE DIAGNOSTICA BRASIL [M1544]
30280358000429,ROCHE DIAGNOSTICA BRASIL LTDA.,1,ROCHE DIAGNOSTICA BRASIL [M1545]
30313266000155,RONI ALZI VIDROS CIENTIFICOS LTDA,5,RONI ALZI VIDROS CIENTIF [M1546]
30322475000165,DOCTORMED COMERCIAL LTDA,3,DOCTORMED COMERCIAL LTDA [M1547]
30332829000152,HEMAFARMA COMERCIO E INDUSTRIA FARMACEUTICA LTDA,3,HEMAFARMA COMERCIO E IND [M1548]
30450803000109,ZAMMI INSTRUMENTAL LTDA,79,ZAMMI INSTRUMENTAL LTDA [M1549]
30518247000165,EXCELMED DISTRIBUIDORA DE MATERIAIS MEDICOS E ODONTOLOGICOS LTDA,79,EXCELMED DISTRIBUIDORA D [M1550]
30667695000120,HARTMANN INDUSTRIA E COMERCIO DE PRODUTOS MEDICO-HOSPITALARES LTDA,27,HARTMANN INDUSTRIA E COM [M1551]
30754325000120,MEDSI DISTRIBUIDORA DE MEDICAMENTOS LTDA,3,MEDSI DISTRIBUIDORA DE M [M1552]
30763301000138,BEONE MEDICINES BRASIL LTDA,3,BEONE MEDICINES BRASIL L [M1553]
30768464000103,CONSTRUVIC MATERIAIS PARA CONSTRUCAO LTDA,1,CONSTRUVIC MATERIAIS PAR [M1554]
30820069000122,M2LIFE COMERCIAL IMPORTADORA E EXPORTADORA LTDA,65,M2LIFE COMERCIAL IMPORTA [M1555]
30820069000203,M2LIFE COMERCIAL IMPORTADORA E EXPORTADORA LTDA,7,M2LIFE COMERCIAL IMPORTA [M1556]
30872270000153,PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA,3,PF CONSUMER HEALTHCARE B [M1557]
30881804000108,MAGNUS MED COMERCIO DE PRODUTOS HOSPITALARES E MEDICAMENTOS LTDA,1,MAGNUS MED COMERCIO DE P [M1558]
