fabricante_id,fabricante,ocorrencias,rotulo
05421585000137,WINNER INDUSTRIA DE DESCARTAVEIS LTDA,48,WINNER INDUSTRIA DE DESC [M0524]
05431736000138,ASTRA CIENTIFICA LTDA,76,ASTRA CIENTIFICA LTDA [M0525]
05439635000103,ANTIBIOTICOS DO BRASIL LTDA.,1237,ANTIBIOTICOS DO BRASIL L [M0526]
05439635000456,ANTIBIOTICOS DO BRASIL LTDA.,35,ANTIBIOTICOS DO BRASIL L [M0527]
05452889000161,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA,65,CELLTRION HEALTHCARE DIS [M0528]
05454389000169,RUSSER BRASIL LTDA,6,RUSSER BRASIL LTDA [M0529]
05464685000140,JAKS INDUSTRIA E COMERCIO DE PAPEL LTDA,1,JAKS INDUSTRIA E COMERCI [M0530]
05477107000149,ORTOPEDIA BRASIL LTDA,4,ORTOPEDIA BRASIL LTDA [M0531]
05483265000101,TOP EQUIPAMENTOS MEDICOS E ODONTOLOGICOS LTDA,2,TOP EQUIPAMENTOS MEDICOS [M0532]
05509693000166,PROBENE FOODS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA.,11,PROBENE FOODS INDUSTRIA  [M0533]
05524742000130,MED SUPPLY PRODUTOS MEDICOS LTDA,12,MED SUPPLY PRODUTOS MEDI [M0534]
05545381000108,AKSO PRODUTOS ELETRONICOS LTDA,1,AKSO PRODUTOS ELETRONICO [M0535]
05549054000124,SILICOTEX TEXTIL LTDA,4,SILICOTEX TEXTIL LTDA [M0536]
05575117000117,GENOM FARMACEUTICA LTDA,36,GENOM FARMACEUTICA LTDA [M0537]
05638301000169,TECMEDIC COMERCIO DE PRODUTOS MEDICOS LTDA.,4,TECMEDIC COMERCIO DE PRO [M0538]
05652247000106,LUMIAR HEALTH BUILDERS EQUIPAMENTOS HOSPITALARES LTDA,14,LUMIAR HEALTH BUILDERS E [M0539]
05652247001269,LUMIAR HEALTH BUILDERS EQUIPAMENTOS HOSPITALARES LTDA,5,LUMIAR HEALTH BUILDERS E [M0540]
05678146000104,HAOXI EQUIPAMENTOS MEDICOS HOSPITALARES LTDA,40,HAOXI EQUIPAMENTOS MEDIC [M0541]
05691570000199,ATRASORB INDUSTRIA DE PRODUTOS HOSPITALARES LTDA,9,ATRASORB INDUSTRIA DE PR [M0542]
05691570000431,ATRASORB INDUSTRIA DE PRODUTOS HOSPITALARES LTDA,1,ATRASORB INDUSTRIA DE PR [M0543]
05731915000190,MALTEC INDUSTRIA E COMERCIO DE MAQUINAS LTDA,1,MALTEC INDUSTRIA E COMER [M0544]
05753434000186,"BLUE DENT DENTAL INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",15,BLUE DENT DENTAL INDUSTR [M0545]
05756446000164,LENCOBRAS INDUSTRIA E COMERCIO DE LENCOS UMEDECIDOS LTDA.,2,LENCOBRAS INDUSTRIA E CO [M0546]
05761666000186,SANAFARMA IND. & COM. DE PRODUTOS QUIMICOS E FARMACEUTICOS LTDA - ME,11,SANAFARMA IND. & COM. DE [M0547]
05782733000149,CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.,7,CIAMED - DISTRIBUIDORA D [M0548]
05782733000300,CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.,4,CIAMED - DISTRIBUIDORA D [M0549]
05783974000102,FLAMAGEL INDUSTRIA E COMERCIO LTDA,9,FLAMAGEL INDUSTRIA E COM [M0550]
05785287000126,ENDOMASTER COMERCIO DE EQUIPAMENTOS OPTICOS CIENTIFICOS LTDA,2,ENDOMASTER COMERCIO DE E [M0551]
05788117000103,METALIC MEDICAL PRODUTOS HOSPITALARES LTDA,21,METALIC MEDICAL PRODUTOS [M0552]
05797987000130,MEDONTEC - MANUTENCAO E REPARACAO EM EQUIPAMENTOS MEDICO HOSPITALARES E ODONTOLOGICOS LTDA,1,MEDONTEC - MANUTENCAO E  [M0553]
05818423000137,AMCOR FLEXIBLES BRASIL LTDA,23,AMCOR FLEXIBLES BRASIL L [M0554]
05823205000190,MAQUIRA INDUSTRIA DE PRODUTOS ODONTOLOGICOS S.A.,1506,MAQUIRA INDUSTRIA DE PRO [M0555]
05843095000129,COSFITO INDUSTRIA E COMERCIO DE EXTRATO LTDA,1,COSFITO INDUSTRIA E COME [M0556]
05854999000150,CICLO FARMA INDUSTRIA QUIMICA LTDA,277,CICLO FARMA INDUSTRIA QU [M0557]
05855974000170,BASTON INDUSTRIA DE AEROSSOIS LTDA,1,BASTON INDUSTRIA DE AERO [M0558]
05870716000163,NATURELIFE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,82,NATURELIFE INDUSTRIA E C [M0559]
05870716000244,NATURELIFE INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,13,NATURELIFE INDUSTRIA E C [M0560]
05878107000150,HOL DENT APARELHOS ODONTOLOGICOS LTDA,8,HOL DENT APARELHOS ODONT [M0561]
05882795000122,MEGAFRAL INDUSTRIA E COMERCIO LTDA,23,MEGAFRAL INDUSTRIA E COM [M0562]
05899730000270,LUSO EQUIPAMENTOS MEDICOS E ODONTOLOGICOS LTDA.,4,LUSO EQUIPAMENTOS MEDICO [M0563]
05905525000190,BIOSUL PRODUTOS DIAGNOSTICOS LTDA,8,BIOSUL PRODUTOS DIAGNOST [M0564]
05914226000111,VALEPLAST INDUSTRIA E COMERCIO DE PLASTICOS VALE DO PARAIBA LTDA,2,VALEPLAST INDUSTRIA E CO [M0565]
05915452000117,VOCO DO BRASIL LTDA,1,VOCO DO BRASIL LTDA [M0566]
05918342000109,VISION GLASS INDUSTRIA E COMERCIO DE VIDROS E ESPELHOS LTDA,4,VISION GLASS INDUSTRIA E [M0567]
05922811000163,MAGNA MEDICA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA.,9,MAGNA MEDICA COMERCIO DE [M0568]
05928853000101,CIBRAGEL INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS - EIRELI,1,CIBRAGEL INDUSTRIA E COM [M0569]
05932899000102,MEYOR'S DO BRASIL LTDA,17,MEYOR'S DO BRASIL LTDA [M0570]
05935018000107,CASCO & CAMPOS COMERCIO DE PRODUTOS ESPORTIVOS LTDA,3,CASCO & CAMPOS COMERCIO  [M0571]
05944604000100,EDWARDS LIFESCIENCES COMERCIO DE PRODUTOS MEDICO-CIRURGICOS LTDA.,4,EDWARDS LIFESCIENCES COM [M0572]
05953172000101,FAVA INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA.,467,FAVA INDUSTRIA E COMERCI [M0573]
05953723000129,SENIR EMBALAGENS LTDA,3,SENIR EMBALAGENS LTDA [M0574]
05956558000169,PERFURABRAG INDUSTRIA TECNICA DE PECAS LTDA,1,PERFURABRAG INDUSTRIA TE [M0575]
05971158000122,INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA MACATUBA LTDA,9,INDUSTRIA E COMERCIO DE  [M0576]
05993698000107,1000MEDIC DISTRIBUIDORA IMPORTADORA EXPORTADORA DE MEDICAMENTOS LTDA,19,1000MEDIC DISTRIBUIDORA  [M0577]
06003551000195,QUALIVIDROS DISTRIBUIDORA LTDA,1,QUALIVIDROS DISTRIBUIDOR [M0578]
06019570000100,SMITHS MEDICAL DO BRASIL PRODUTOS HOSPITALARES LTDA.,23,SMITHS MEDICAL DO BRASIL [M0579]
06020284000164,LEVISA DESCARTAVEIS LTDA,1,LEVISA DESCARTAVEIS LTDA [M0580]
06022494000191,TIAGO BALDOCCHI GIANFRATTI,4,TIAGO BALDOCCHI GIANFRAT [M0581]
06029006000178,MDA INDUSTRIA E COMERCIO LTDA,27,MDA INDUSTRIA E COMERCIO [M0582]
06053353000136,SANTA BRANCA DISTRIBUIDORA DE MEDICAMENTOS LTDA,1,SANTA BRANCA DISTRIBUIDO [M0583]
06068172000183,PLASTSIL INDUSTRIA E COMERCIO LTDA,4,PLASTSIL INDUSTRIA E COM [M0584]
06074511000134,BIOS - DIAGNOSTICA INDUSTRIA E COMERCIO DE PRODUTOS BIOLOGICOS LTDA,12,BIOS - DIAGNOSTICA INDUS [M0585]
06076833000112,ABL - SAUDE LTDA,253,ABL - SAUDE LTDA [M0586]
06098484000130,CELESTE DISTRIBUIDORA DE MEDICAMENTOS LTDA,2,CELESTE DISTRIBUIDORA DE [M0587]
06103122000270,BALLKE PRODUTOS HOSPITALARES LTDA,15,BALLKE PRODUTOS HOSPITAL [M0588]
06105362000123,ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA,256,ACCUMED PRODUTOS MEDICO  [M0589]
06107711000146,MAXDESCARTE INDUSTRIA E COMERCIO DE DESCARTAVEIS HOSPITALARES ODONTOLOGICOS LTDA,16,MAXDESCARTE INDUSTRIA E  [M0590]
06113700000179,DYNAMIC LAB INDUSTRIA FARMACEUTICA LTDA,4,DYNAMIC LAB INDUSTRIA FA [M0591]
06127890000183,CONKAST EQUIPAMENTOS TECNOLOGICOS LTDA,6,CONKAST EQUIPAMENTOS TEC [M0592]
06137725000102,PROTECNI EQUIPAMENTOS LTDA,5,PROTECNI EQUIPAMENTOS LT [M0593]
06143681000123,BIOSANI INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,1382,BIOSANI INDUSTRIA E COME [M0594]
06145976000139,BIOMETRIX DIAGNOSTICA LTDA,1,BIOMETRIX DIAGNOSTICA LT [M0595]
06150367000178,ANDRAMED INDUSTRIA E COMERCIO DE PRODUTOS PARA USO MEDICO LTDA,6,ANDRAMED INDUSTRIA E COM [M0596]
06157734000165,GLOBAL TEC INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS LTDA,32,GLOBAL TEC INDUSTRIA E C [M0597]
06167295000171,MSB MEDICAL SYSTEM DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS LTDA,7,MSB MEDICAL SYSTEM DO BR [M0598]
06170316000108,A. G. INDUSTRIA E COMERCIO DE ARTEFATOS PLASTICOS LTDA,5,A. G. INDUSTRIA E COMERC [M0599]
06170316000531,A. G. INDUSTRIA E COMERCIO DE ARTEFATOS PLASTICOS LTDA,6,A. G. INDUSTRIA E COMERC [M0600]
06172459000159,NUTRIEX IMPORTACAO E EXPORTACAO DE PRODUTOS NUTRICIONAIS E FARMOQUIMICOS LTDA,131,NUTRIEX IMPORTACAO E EXP [M0601]
06173145000170,DIAMANTEC PRODUTOS ODONTOLOGICOS LTDA,14,DIAMANTEC PRODUTOS ODONT [M0602]
06175908000112,BIO LOGICA DISTRIBUIDORA LTDA,3,BIO LOGICA DISTRIBUIDORA [M0603]
06188236000180,CBEMED - INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA,42,CBEMED - INDUSTRIA E COM [M0604]
06194440000103,ODONTOMEDI - PRODUTOS ODONTOLOGICOS E HOSPITALARES LTDA,15,ODONTOMEDI - PRODUTOS OD [M0605]
06207441000145,"PROTEC EXPORT INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS MEDICOS HOSPITALARES LTDA",323,"PROTEC EXPORT INDUSTRIA, [M0606]"
06207502000174,EURO MED INDUSTRIA E COMERCIO LTDA,21,EURO MED INDUSTRIA E COM [M0607]
06209557000113,AM MEDICAL COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,1,AM MEDICAL COMERCIO DE M [M0608]
06213450000220,OCEANS COMERCIO IMPORTACAO EXPORTACAO LTDA,1,OCEANS COMERCIO IMPORTAC [M0609]
06217117000108,ART MEDICAL PRODUTOS MEDICO-HOSPITALARES LTDA,4,ART MEDICAL PRODUTOS MED [M0610]
06219757000157,VDM OPERACOES LOGISTICAS EM RECUPERACAO JUDICIAL LTDA,1,VDM OPERACOES LOGISTICAS [M0611]
06222565000108,WOODMED INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,3,WOODMED INDUSTRIA E COME [M0612]
06223055000147,DIAGNOSTEK INDUSTRIA E COMERCIO DE PRODUTOS CIENTIFICOS LTDA,1,DIAGNOSTEK INDUSTRIA E C [M0613]
06256377000192,WORLD FIX INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA,5,WORLD FIX INDUSTRIA E CO [M0614]
06263809000192,ORIGINAL AQUAPLUS FILTRACAO INDUSTRIA E COMERCIO LTDA,2,ORIGINAL AQUAPLUS FILTRA [M0615]
06274095000118,AGROMASS BRASIL - IMPORTACAO E EXPORTACAO LTDA,28,AGROMASS BRASIL - IMPORT [M0616]
06274095000460,AGROMASS BRASIL - IMPORTACAO E EXPORTACAO LTDA,6,AGROMASS BRASIL - IMPORT [M0617]
06276904000120,AD INSTRUMENTOS CIRURGICOS IMPORTACAO E EXPORTACAO LTDA,7,AD INSTRUMENTOS CIRURGIC [M0618]
06295846000182,ULTRADENT DO BRASIL PRODUTOS ODONTOLOGICOS LTDA.,33,ULTRADENT DO BRASIL PROD [M0619]
06304868000161,KTG NUTRICIONAL INDUSTRIA E COMERCIO LTDA,3,KTG NUTRICIONAL INDUSTRI [M0620]
06304884000154,ORTEC INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA,2,ORTEC INDUSTRIA E COMERC [M0621]
06316353000181,DIMAVE EQUIPAMENTOS MEDICOS LTDA,2,DIMAVE EQUIPAMENTOS MEDI [M0622]
06344785000104,PROTECNO - COMERCIO DE MATERIAIS HOSPITALARES LTDA,7,PROTECNO - COMERCIO DE M [M0623]
06353662000121,V & E INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,17,V & E INDUSTRIA E COMERC [M0624]
06372763000140,NUTRICENTER DISTRIBUIDORA DE PRODUTOS NUTRICIONAIS E HOSPITALARES LTDA,1,NUTRICENTER DISTRIBUIDOR [M0625]
06597801000162,THEODORO F SOBRAL & CIA LTDA,170,THEODORO F SOBRAL & CIA  [M0626]
06628333000146,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA,8521,FARMACE - INDUSTRIA QUIM [M0627]
06629745000109,NOVAFARMA INDUSTRIA FARMACEUTICA LTDA,552,NOVAFARMA INDUSTRIA FARM [M0628]
06697493000147,REINALDO PERSONA FARMACIA DE MANIPULACAO LTDA,10,REINALDO PERSONA FARMACI [M0629]
06697493000228,REINALDO PERSONA FARMACIA DE MANIPULACAO LTDA,6,REINALDO PERSONA FARMACI [M0630]
06787369000172,VITALMAX MEDICINA E SAUDE LTDA,3,VITALMAX MEDICINA E SAUD [M0631]
06789363000134,GUKI EMBALAGENS LTDA,3,GUKI EMBALAGENS LTDA [M0632]
06879626000104,CINORD INDUSTRIA FARMACEUTICA LTDA,95,CINORD INDUSTRIA FARMACE [M0633]
06879813000180,SNMED - COMERCIO E REPRESENTACOES LTDA,3,SNMED - COMERCIO E REPRE [M0634]
06906357000110,PRODUTOS CIRURGICO SERRA DA ESTRELA LTDA,4,PRODUTOS CIRURGICO SERRA [M0635]
06910560000160,NEWDESC CONFECCOES DE PRODUTOS DESCARTAVEIS LTDA,3,NEWDESC CONFECCOES DE PR [M0636]
06923493000118,MEDFIO INDUSTRIA E COMERCIO DE ARTIGOS ODONTOLOGICOS LTDA.,13,MEDFIO INDUSTRIA E COMER [M0637]
06923493000207,MEDFIO INDUSTRIA E COMERCIO DE ARTIGOS ODONTOLOGICOS LTDA.,25,MEDFIO INDUSTRIA E COMER [M0638]
06940329000119,MED SHARP INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,87,MED SHARP INDUSTRIA E CO [M0639]
06940329000208,MED SHARP INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,94,MED SHARP INDUSTRIA E CO [M0640]
06954360000109,MASTER COMERCIAL LTDA,10,MASTER COMERCIAL LTDA [M0641]
06963572000152,3B INDUSTRIA E COMERCIO DE ARTEFATOS PLASTICOS LTDA,27,3B INDUSTRIA E COMERCIO  [M0642]
06979733000104,UZEMAX QUIMICA E AROMAS LTDA,4,UZEMAX QUIMICA E AROMAS  [M0643]
06981319000121,AMERICAN INSTRUMENTS LTDA,16,AMERICAN INSTRUMENTS LTD [M0644]
06994251000115,CHOICE INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA AUTOMACAO INDUSTRIAL LTDA,2,CHOICE INDUSTRIA E COMER [M0645]
07009769000209,WANA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,4,WANA INDUSTRIA E COMERCI [M0646]
07032636000164,ASSUT EUROPE LATINO AMERICA IMPORTACAO E EXPORTACAO LTDA,4,ASSUT EUROPE LATINO AMER [M0647]
07046464000188,BANDEIRA & CAVALCANTI INDUSTRIA DE COSMETICOS LTDA,1,BANDEIRA & CAVALCANTI IN [M0648]
07047086000157,NEWCHEM INDUSTRIA QUIMICA LTDA,8,NEWCHEM INDUSTRIA QUIMIC [M0649]
07064732000194,MNZ COMERCIO LTDA,2,MNZ COMERCIO LTDA [M0650]
07073210000159,VIMED COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA,5,VIMED COMERCIO E REPRESE [M0651]
07082161000110,YAMAY COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,2,YAMAY COMERCIO DE PRODUT [M0652]
07086868000103,GRANDESC MATERIAIS HOSPITALARES LTDA,30,GRANDESC MATERIAIS HOSPI [M0653]
07108922000166,ECOFITUS INDUSTRIA E COMERCIO LTDA,2,ECOFITUS INDUSTRIA E COM [M0654]
07125645000108,EUROFRAL INDUSTRIA DE PRODUTOS HIGIENICOS E TERMOPLASTICOS LTDA,8,EUROFRAL INDUSTRIA DE PR [M0655]
07127606000131,ELISMED COMERCIAL DE EQUIPAMENTOS E MATERIAIS MEDICOS LTDA,2,ELISMED COMERCIAL DE EQU [M0656]
07130168000160,LEANDRO KLEBER RIBEIRO DOS SANTOS,16,LEANDRO KLEBER RIBEIRO D [M0657]
07134866000134,VITALPACK EMBALAGENS LTDA,26,VITALPACK EMBALAGENS LTD [M0658]
07179031000109,CAHE PRODUTOS DESCARTAVEIS LTDA,2,CAHE PRODUTOS DESCARTAVE [M0659]
07186183000120,TEXPHARMA INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,21,TEXPHARMA INDUSTRIA E CO [M0660]
07199869000156,CROMO - COMERCIO E MANIPULACAO DE PRODUTOS FARMACEUTICOS LTDA,1,CROMO - COMERCIO E MANIP [M0661]
07204369000165,ANA SILVIA ALVES MARTINS FALEIROS DE ANDRADE,493,ANA SILVIA ALVES MARTINS [M0662]
07204591000168,BIOTEC PRODUTOS HOSPITALARES LTDA.,19,BIOTEC PRODUTOS HOSPITAL [M0663]
07214566000165,ENZYTEC BIOTECNOLOGIA LTDA,2,ENZYTEC BIOTECNOLOGIA LT [M0664]
07231924000148,L. F. CARLINI FRALDAS LTDA,1,L. F. CARLINI FRALDAS LT [M0665]
07242402000141,COSMEFAR INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,2,COSMEFAR INDUSTRIA E COM [M0666]
07275920000161,LENOVO TECNOLOGIA (BRASIL) LIMITADA,3,LENOVO TECNOLOGIA (BRASI [M0667]
07293455000191,BCI - BALPEX COMERCIO INTERNACIONAL LTDA,8,BCI - BALPEX COMERCIO IN [M0668]
07294636000132,MD MATERIAL HOSPITALAR LTDA,43,MD MATERIAL HOSPITALAR L [M0669]
07295190000160,DBI COMERCIO E IMPORTACAO LTDA,23,DBI COMERCIO E IMPORTACA [M0670]
07316691000186,FORMULAS MAGISTRAIS MANIPULACOES ESPECIAIS LTDA,63,FORMULAS MAGISTRAIS MANI [M0671]
07318036000167,DESCARTEE - INDUSTRIA E COMERCIO DE ROUPAS DESCARTAVEIS LTDA,21,DESCARTEE - INDUSTRIA E  [M0672]
07327320000108,PLUMAX LENCOIS HOSPITALARES LTDA,18,PLUMAX LENCOIS HOSPITALA [M0673]
07334239000147,C M MEDICAL COMERCIAL HOSPITALAR LTDA,2,C M MEDICAL COMERCIAL HO [M0674]
07340978000141,SALUTEM INDUSTRIA E COMERCIO ELETRONICO LTDA,2,SALUTEM INDUSTRIA E COME [M0675]
07381075000109,MASTER MEDIC COMERCIO ATACADISTA DE MATERIAIS DE HIGIENIZACAO E HOSPITALARES LTDA,2,MASTER MEDIC COMERCIO AT [M0676]
07391259000150,LABORFARMA - FARMACIA DE MANIPULACAO LTDA,11,LABORFARMA - FARMACIA DE [M0677]
07394427000160,VEROPAPEIS FABRICACAO DE PRODUTOS DE PAPEL LTDA,5,VEROPAPEIS FABRICACAO DE [M0678]
07415503000177,A&A GOLD PHARMA INDUSTRIA LTDA,6,A&A GOLD PHARMA INDUSTRI [M0679]
07415627000152,TKL IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,172,TKL IMPORTACAO E EXPORTA [M0680]
07415772000133,"MICROSUTURE INDUSTRIA, COMERCIO, IMPORTACAO, EXPORTACAO E REPRESENTACAO DE MATERIAIS CIRURGICOS LTDA",10,"MICROSUTURE INDUSTRIA, C [M0681]"
07427470000185,"ENDOBRAX COMERCIO, IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS MEDICOS LTDA",9,"ENDOBRAX COMERCIO, IMPOR [M0682]"
07430231000184,CMW SAUDE & TECNOLOGIA IMPORTACAO E EXPORTACAO LTDA,2,CMW SAUDE & TECNOLOGIA I [M0683]
07430661000104,EVERS INDUSTRIA E COMERCIO DE PRODUTOS NUTRACEUTICOS S.A FALIDO,2,EVERS INDUSTRIA E COMERC [M0684]
07436392000185,MAX CLEAN IND. E COM. DE PRODUTOS DE LIMPEZA LTDA,2,MAX CLEAN IND. E COM. DE [M0685]
07438908000120,ALPHACARBO INDUSTRIAL LTDA,1,ALPHACARBO INDUSTRIAL LT [M0686]
07439329000100,"DVT COMERCIO, IMPORTACAO E EXPORTACAO LTDA",169,"DVT COMERCIO, IMPORTACAO [M0687]"
07439329000526,"DVT COMERCIO, IMPORTACAO E EXPORTACAO LTDA",3,"DVT COMERCIO, IMPORTACAO [M0688]"
07453785000369,PHARMEDIC PHARMACEUTICALS IMPORTACAO EXPORTACAO DISTRIBUICAO COMERCIO E REPRESENTACOES LTDA,3,PHARMEDIC PHARMACEUTICAL [M0689]
07455576000192,VIDA FORTE NUTRIENTES INDUSTRIA E COMERCIO DE PRODUTOS NATURAIS LTDA,60,VIDA FORTE NUTRIENTES IN [M0690]
07459952000117,MELHOR BRILHO COSMETICOS E PRODUTOS DE LIMPEZA LTDA,1,MELHOR BRILHO COSMETICOS [M0691]
07482840000187,R.P. VILELA EQUIPAMENTOS INDUSTRIAIS LTDA,5,R.P. VILELA EQUIPAMENTOS [M0692]
07489080000130,RAZEK EQUIPAMENTOS LTDA,5,RAZEK EQUIPAMENTOS LTDA [M0693]
07491529000102,CKTRADE - IMPORTACAO E EXPORTACAO LTDA,2,CKTRADE - IMPORTACAO E E [M0694]
07492639000180,SAJ PRODUTOS DESCARTAVEL HOSPITALAR LTDA,2,SAJ PRODUTOS DESCARTAVEL [M0695]
07499258000123,M P - COMERCIO DE MATERIAIS HOSPITALARES LTDA.,2,M P - COMERCIO DE MATERI [M0696]
07506786000162,PORTELA & LIMA LTDA,4,PORTELA & LIMA LTDA [M0697]
07522734000180,VAGALUMY INDUSTRIA E COMERCIO DE ARTEFATOS DE FERRO LTDA,3,VAGALUMY INDUSTRIA E COM [M0698]
07531955000114,POUL SORENSEN INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,90,POUL SORENSEN INDUSTRIA  [M0699]
07540203000110,MEDIFARR PRODUTOS PARA A SAUDE LTDA.,1,MEDIFARR PRODUTOS PARA A [M0700]
07578713000186,SUPLEY LABORATORIO DE ALIMENTOS E SUPLEMENTOS NUTRICIONAIS LTDA,3,SUPLEY LABORATORIO DE AL [M0701]
07591326000180,MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA,24,MOKSHA8 BRASIL INDUSTRIA [M0702]
07603991000146,SOFT CARE PRODUTOS MEDICOS LTDA,7,SOFT CARE PRODUTOS MEDIC [M0703]
07604021000165,MAXIPACK INDUSTRIA E COMERCIO DE PRODUTOS DESCARTAVEIS LTDA,1,MAXIPACK INDUSTRIA E COM [M0704]
07607851000146,EMPRESA BRASILEIRA DE HEMODERIVADOS E BIOTECNOLOGIA - HEMOBRAS,3,EMPRESA BRASILEIRA DE HE [M0705]
07608000000118,RODRIGUES & GOULART LTDA,1,RODRIGUES & GOULART LTDA [M0706]
07610184000150,DUFLLEXX PRODUTOS ODONTOLOGICOS S/A,2,DUFLLEXX PRODUTOS ODONTO [M0707]
07610601000165,"GLOBAL TRADE TECHNOLOGY COMERCIO, IMPORTACAO E EXPORTACAO LTDA",12,GLOBAL TRADE TECHNOLOGY  [M0708]
07613369000119,PACKFLEX INDUSTRIA DE EMBALAGENS FLEXIVEIS LTDA,27,PACKFLEX INDUSTRIA DE EM [M0709]
07620849000107,NOS@LIG PRODUTOS ODONTOLOGICOS LTDA,1,NOS@LIG PRODUTOS ODONTOL [M0710]
07626776000160,CIRURGICA SAO FELIPE PRODUTOS PARA SAUDE LTDA,55,CIRURGICA SAO FELIPE PRO [M0711]
07628070000138,INDUSTRIA E COMERCIO COLCHOES ORTHOVIDA LTDA,4,INDUSTRIA E COMERCIO COL [M0712]
07670111000154,ARESE PHARMA LTDA.,282,ARESE PHARMA LTDA. [M0713]
07682567000134,TEXCARE INDUSTRIA E COMERCIO DE PRODUTOS MEDICO HOSPITALARES LTDA,132,TEXCARE INDUSTRIA E COME [M0714]
07699581000140,POLLITEX EMBALAGENS FLEXIVEIS LTDA,49,POLLITEX EMBALAGENS FLEX [M0715]
07705520000149,GILMED FABRICACAO DE MATERIAIS CIRURGICOS LTDA,1,GILMED FABRICACAO DE MAT [M0716]
07707681000171,SOUZA & LEONARDI LTDA,277,SOUZA & LEONARDI LTDA [M0717]
07718721000180,BEAUFOUR IPSEN FARMACEUTICA LTDA.,67,BEAUFOUR IPSEN FARMACEUT [M0718]
07733293000165,RESMED BRASIL REPRESENTACAO DE PRODUTOS MEDICOS LTDA.,2,RESMED BRASIL REPRESENTA [M0719]
07760277000161,MEDMAX - COMERCIO DE EQUIPAMENTOS MEDICOS E SIMILARES LTDA,11,MEDMAX - COMERCIO DE EQU [M0720]
07767477000146,"BIOMOLECULAR TECHNOLOGY COMERCIO, IMPORTACAO, EXPORTACAO E DISTRIBUICAO DE MATERIAIS MEDICOS E LABORATORIAIS LTDA",30,BIOMOLECULAR TECHNOLOGY  [M0721]
07768134000104,ASTELLAS FARMA BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS LTDA.,172,ASTELLAS FARMA BRASIL IM [M0722]
07768887000101,MDF DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA,1,MDF DISTRIBUIDORA DE PRO [M0723]
07775666000160,AVANUTRI EQUIPAMENTOS DE SAUDE LTDA,11,AVANUTRI EQUIPAMENTOS DE [M0724]
07776581000105,MAX DIAGNOSTICA COMERCIO E LOCACAO DE ARTIGOS LABORATORIAIS LTDA,1,MAX DIAGNOSTICA COMERCIO [M0725]
07788510000114,"IN-DENTAL PRODUTOS ODONTOLOGICOS, MEDICOS E HOSPITALARES LTDA",1,IN-DENTAL PRODUTOS ODONT [M0726]
07826504000104,"INOVEN INDUSTRIA, COMERCIO E IMPORTACAO LTDA",44,"INOVEN INDUSTRIA, COMERC [M0727]"
07847837000110,CIENTIFICA MEDICA HOSPITALAR LTDA,2,CIENTIFICA MEDICA HOSPIT [M0728]
