fornecedor_id,fornecedor,ocorrencias,rotulo
24259043000154,"MAIORCA SOLUCOES EM SAUDE, SEGURANCA E PADRONIZACAO LTDA",15,MAIORCA SOLUCOES EM SAUD [F1911]
24262316000110,STAFF MEDICAL DISTRIBUIDORA LTDA,12,STAFF MEDICAL DISTRIBUID [F1912]
24325781000152,MD FARMA DISTRIBUIDOR ATACADISTA LTDA,260,MD FARMA DISTRIBUIDOR AT [F1913]
24331585000190,MULTICARE PHARMACEUTICALS LTDA,41,MULTICARE PHARMACEUTICAL [F1914]
24384602000158,MZZ - COMERCIO DE PRODUTOS PARA SAUDE LTDA,50,MZZ - COMERCIO DE PRODUT [F1915]
24399184000172,CIRURGICA PLENA PRODUTOS HOSPITALARES LTDA,122,CIRURGICA PLENA PRODUTOS [F1916]
24402903000167,NACIONAL SAFETY EQUIPAMENTOS DE SEGURANCA LTDA,3,NACIONAL SAFETY EQUIPAME [F1917]
24412128000120,FARMA MATOS COSTA FARMACIA LTDA,7,FARMA MATOS COSTA FARMAC [F1918]
24479444000110,ARAMED COMERCIAL HOSPITALAR LTDA,5,ARAMED COMERCIAL HOSPITA [F1919]
24480341000170,SAUDMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,7,SAUDMED DISTRIBUIDORA DE [F1920]
24481773000103,"GEMMINI GESTORA DE EQUIPAMENTOS, MATERIAIS, MEDICAMENTOS E IMPLANTES NACIONAIS E IMPORTADOS LTDA",1,GEMMINI GESTORA DE EQUIP [F1921]
24484451000100,RIO FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,115,RIO FARMA DISTRIBUIDORA  [F1922]
24562614000125,VIVA CARE MATERIAL MEDICO HOSPITALAR LTDA.,23,VIVA CARE MATERIAL MEDIC [F1923]
24564626000199,TEMPO COMERCIAL DISTRIBUIDORA DE MEDICAMENTOS LTDA,266,TEMPO COMERCIAL DISTRIBU [F1924]
24568268000192,ROBERTA MARTINS DA SILVA,3,ROBERTA MARTINS DA SILVA [F1925]
24586988000180,CIRURGICA NOSSA SENHORA LTDA,3391,CIRURGICA NOSSA SENHORA  [F1926]
24595488000105,MS SAUDE DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA,77,MS SAUDE DISTRIBUIDORA D [F1927]
24595557000180,AGIL PRODUTOS PARA SAUDE LTDA,293,AGIL PRODUTOS PARA SAUDE [F1928]
24602657000197,RALIC COMERCIO E DISTRIBUICAO LTDA,249,RALIC COMERCIO E DISTRIB [F1929]
24603766000129,MANANCIAL MEDICAL LTDA,2,MANANCIAL MEDICAL LTDA [F1930]
24614797000185,INDMED HOSPITALAR LTDA,350,INDMED HOSPITALAR LTDA [F1931]
24622755000196,YARA KEIKO NAGAO LEAL,52,YARA KEIKO NAGAO LEAL [F1932]
24626549000154,INSTRUMED INSTRUMENTOS MEDICOS HOSPITALARES LTDA,114,INSTRUMED INSTRUMENTOS M [F1933]
24633934000129,CAMBER FARMACEUTICA LTDA.,5,CAMBER FARMACEUTICA LTDA [F1934]
24652465000195,ALIVIO DISTRIBUIDORA HOSPITALAR LTDA,26,ALIVIO DISTRIBUIDORA HOS [F1935]
24658613000189,INTEGRA SOLUCOES MEDICAS LTDA,34,INTEGRA SOLUCOES MEDICAS [F1936]
24702356000135,CAPITAL MEDH IMPORTACAO DISTRIBUICAO E REPRESENTACAO COMERCIAL LTDA,6,CAPITAL MEDH IMPORTACAO  [F1937]
24711499000294,FOUR MED DISTRIBUIDORA HOSPITALAR IMPORTADORA LTDA,2,FOUR MED DISTRIBUIDORA H [F1938]
24728467000110,NS KARYDI INDUSTRIA E COMERCIO LTDA.,5,NS KARYDI INDUSTRIA E CO [F1939]
24768176000156,STRAFER PRODUTOS MEDICO HOSPITALARES LTDA,9,STRAFER PRODUTOS MEDICO  [F1940]
24774241000156,MEDEVICES PRODUTOS MEDICOS E HOSPITALARES LTDA,31,MEDEVICES PRODUTOS MEDIC [F1941]
24794078000193,ECEGH SERVICOS DE GESTAO HOSPITALAR LTDA,12,ECEGH SERVICOS DE GESTAO [F1942]
24826631000122,FARMA 2 PRODUTOS PARA SAUDE LTDA,130,FARMA 2 PRODUTOS PARA SA [F1943]
24826631000203,FARMA 2 PRODUTOS PARA SAUDE LTDA,43,FARMA 2 PRODUTOS PARA SA [F1944]
24857483000103,INVICTA PHARMA DROGARIA LTDA,2,INVICTA PHARMA DROGARIA  [F1945]
24864422000173,C E C IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA,39,C E C IMPORTACAO E COMER [F1946]
24868172000140,CASTROMED MEDICAMENTOS E MATERIAIS MEDICOS E HOSPITALARES LTDA,284,CASTROMED MEDICAMENTOS E [F1947]
24871206000155,ODONTO AT COMERCIO E MANUTENCAO DE EQUIPAMENTOS LTDA,1,ODONTO AT COMERCIO E MAN [F1948]
24875483000136,ESSENCIAL RIO DISTRIBUIDORA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,202,ESSENCIAL RIO DISTRIBUID [F1949]
24905567000175,AXIS TECNOLOGIA MEDICA LTDA,3,AXIS TECNOLOGIA MEDICA L [F1950]
24922642000106,ECO VIDA COMERCIO E INDUSTRIA DE EMBALAGENS PLASTICA LTDA,1,ECO VIDA COMERCIO E INDU [F1951]
24926663000108,L. P. SANTOS ATACADISTA,2,L. P. SANTOS ATACADISTA [F1952]
24931613000100,MORAES COMERCIO DE ARTIGOS PARA SAUDE LTDA,1,MORAES COMERCIO DE ARTIG [F1953]
24980102000189,LOGGEN PRODUTOS PARA SAUDE LTDA,5,LOGGEN PRODUTOS PARA SAU [F1954]
24994990000199,FOXMED MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,89,FOXMED MEDICAMENTOS E PR [F1955]
25031668000127,SAMEH SOLUCOES HOSPITALARES LTDA,91,SAMEH SOLUCOES HOSPITALA [F1956]
25034906000158,FLYMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,297,FLYMED COMERCIO DE PRODU [F1957]
25066271000170,ALGSUN INDUSTRIA E COMERCIO DE PRODUTOS LTDA,1,ALGSUN INDUSTRIA E COMER [F1958]
25067657000105,MEDICAL CHIZZOLINI LTDA,31,MEDICAL CHIZZOLINI LTDA [F1959]
25067657000288,MEDICAL CHIZZOLINI LTDA,2,MEDICAL CHIZZOLINI LTDA [F1960]
25072030000134,SUL CIRURGICA MATERIAL HOSPITALAR LTDA,2,SUL CIRURGICA MATERIAL H [F1961]
25101524000108,R&C DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,167,R&C DISTRIBUIDORA DE PRO [F1962]
25101992000174,UGHC BRASIL IMPORTADORA LTDA,1,UGHC BRASIL IMPORTADORA  [F1963]
25106470000165,ROYAL MED HOSPITALAR LTDA,226,ROYAL MED HOSPITALAR LTD [F1964]
25123729000186,PLACIDO- COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALAR LTDA,41,PLACIDO- COMERCIO DE MAT [F1965]
25153414000181,Z3 HOSPITALAR LTDA,1,Z3 HOSPITALAR LTDA [F1966]
25161681000109,PRATICA MEDICA COMERCIO E SERVICOS LTDA,4,PRATICA MEDICA COMERCIO  [F1967]
25165389000156,PHARMTECH DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA,48,PHARMTECH DISTRIBUIDORA  [F1968]
25210463000109,PTC FARMACEUTICA DO BRASIL LTDA.,1,PTC FARMACEUTICA DO BRAS [F1969]
25210463000370,PTC FARMACEUTICA DO BRASIL LTDA.,20,PTC FARMACEUTICA DO BRAS [F1970]
25211499000107,MEDCOM COMERCIO DE MEDICAMENTOS HOSPITALARES LTDA,71,MEDCOM COMERCIO DE MEDIC [F1971]
25211499000379,MEDCOM COMERCIO DE MEDICAMENTOS HOSPITALARES LTDA,36,MEDCOM COMERCIO DE MEDIC [F1972]
25245772000114,L C MED MATERIAIS MEDICOS E HOSPITALARES LTDA,23,L C MED MATERIAIS MEDICO [F1973]
25249213000182,VIVA MED DISTRIBUIDORA E IMPORTADORA DE PRODUTOS MEDICOS LTDA.,2,VIVA MED DISTRIBUIDORA E [F1974]
25261528000145,PRO J VENDAS LTDA,1,PRO J VENDAS LTDA [F1975]
25279552000101,DISTRIBUIDORA DE MEDICAMENTOS BACKES LTDA,2418,DISTRIBUIDORA DE MEDICAM [F1976]
25287284000170,ZHC PHARMA LTDA,9,ZHC PHARMA LTDA [F1977]
25288745000129,NEW MEDIC COMERCIO ATACADISTA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA,3,NEW MEDIC COMERCIO ATACA [F1978]
25290718000190,AVTMEDICAL COMERCIO E REPRESENTACOES LTDA,2,AVTMEDICAL COMERCIO E RE [F1979]
25296849000185,TIDIMAR COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,354,TIDIMAR COMERCIO DE PROD [F1980]
25321906000139,BROILO DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,35,BROILO DISTRIBUIDORA DE  [F1981]
25325301000116,PAPIROS - MOVEIS E ELETRO LTDA,1,PAPIROS - MOVEIS E ELETR [F1982]
25341162000114,"MEGA DENTAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA",667,"MEGA DENTAL IMPORTACAO,  [F1983]"
25386019000149,FARMODONTO PRODUTOS HOSPITALARES LTDA,14,FARMODONTO PRODUTOS HOSP [F1984]
25386146000148,LOTUS MEDICAL LTDA,17,LOTUS MEDICAL LTDA [F1985]
25398752000183,DJ COMERCIO E SERVICO EM GERAL LTDA,3,DJ COMERCIO E SERVICO EM [F1986]
25402188000125,JA MEDICAMENTOS & HOSPITALARES LTDA,1,JA MEDICAMENTOS & HOSPIT [F1987]
25407581000101,NANOSENS LTDA.,1,NANOSENS LTDA. [F1988]
25463374000174,MEDEFE PRODUTOS MEDICO- HOSPITALARES LTDA,456,MEDEFE PRODUTOS MEDICO-  [F1989]
25528763000130,ENIFAR COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS MEDICOS HOSPITALARES LTDA,5,ENIFAR COMERCIO ATACADIS [F1990]
25555046000106,DISTRIBUIDORA DOM CABRAL LTDA,1,DISTRIBUIDORA DOM CABRAL [F1991]
25631623000193,DENTAL GONTIJO LTDA,17,DENTAL GONTIJO LTDA [F1992]
25725813000170,EQUIPAR MEDICO E HOSPITALAR LIMITADA,110,EQUIPAR MEDICO E HOSPITA [F1993]
25773037000183,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,3,PHARMASCIENCE INDUSTRIA  [F1994]
26043097000103,FATO IMPORTADORA E EXPORTADORA DE INSTRUMENTOS CIRURGICOS LTDA,44,FATO IMPORTADORA E EXPOR [F1995]
26083328000102,ALP PHARMA PRODUTOS HOSPITALARES LTDA,1,ALP PHARMA PRODUTOS HOSP [F1996]
26089337000100,BELLPHARMA MEDICAMENTOS LTDA,301,BELLPHARMA MEDICAMENTOS  [F1997]
26093205000152,CYN SERVICE DIAGNOSTICA LTDA,42,CYN SERVICE DIAGNOSTICA  [F1998]
26107229000113,LIZ HOSPITALAR COMERCIO ATACADISTA LTDA,75,LIZ HOSPITALAR COMERCIO  [F1999]
26113505000156,REMAC MAIS DISTRIBUIDORA LTDA,4,REMAC MAIS DISTRIBUIDORA [F2000]
26125547000107,V & A DESCARTAVEIS LTDA,15,V & A DESCARTAVEIS LTDA [F2001]
26129177000186,AS3 HOSPITALAR LTDA,202,AS3 HOSPITALAR LTDA [F2002]
26145871000197,OPEN MEDICAL COMERCIO IMPORTACAO E EXPORTACAO LTDA,7,OPEN MEDICAL COMERCIO IM [F2003]
26156923000120,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,1504,EXPRESS DISTRIBUIDORA DE [F2004]
26168820000180,MEGA CARE COMERCIO DE EQUIPAMENTOS E MATERIAIS MEDICOS LTDA,1,MEGA CARE COMERCIO DE EQ [F2005]
26189890000115,HORIZON MEDICAL COMERCIO DE PRODUTOS HOSPITALARES LTDA,2,HORIZON MEDICAL COMERCIO [F2006]
26231202000138,BRAVONUTRI COMERCIO DE PRODUTOS NUTRICIONAIS LTDA,17,BRAVONUTRI COMERCIO DE P [F2007]
26234900000197,HOSPILAR COMERCIO DE MATERIAL MEDICO HOSPITALAR EIRELI,16,HOSPILAR COMERCIO DE MAT [F2008]
26240632000116,DENTAL HIGIX PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES LTDA.,277,DENTAL HIGIX PRODUTOS OD [F2009]
26291613000119,PHARMAVIT DISTRIBUIDORA LTDA,7,PHARMAVIT DISTRIBUIDORA  [F2010]
26294192000180,F V P COELHO,3,F V P COELHO [F2011]
26304688000197,LAGOLD COMERCIO HOSPITALAR LTDA,1,LAGOLD COMERCIO HOSPITAL [F2012]
26318479000100,BEDALM PHARMA DO BRASIL LTDA.,1,BEDALM PHARMA DO BRASIL  [F2013]
26325797000190,EREMIX INDUSTRIA DE ALIMENTOS ESPECIAIS LTDA,22,EREMIX INDUSTRIA DE ALIM [F2014]
26332803000137,AUMED HOSPITALARES LTDA,23,AUMED HOSPITALARES LTDA [F2015]
26364969000135,HOSPITALARES - DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA,182,HOSPITALARES - DISTRIBUI [F2016]
26383079000170,NUTRIENTES MED DISTRIBUIDORA DE MEDICAMENTOS LTDA,23,NUTRIENTES MED DISTRIBUI [F2017]
26383168000117,PROSAUDE MATERIAL MEDICO HOSPITALAR LTDA,14,PROSAUDE MATERIAL MEDICO [F2018]
26385056000103,PAULA GONCALVES DA SILVA,10,PAULA GONCALVES DA SILVA [F2019]
26393102000108,E P BARBOSA COMERCIO DE MAQUINAS E FERRAMENTAS LTDA,1,E P BARBOSA COMERCIO DE  [F2020]
26395502000152,DENTAL UNIVERSO EIRELI,300,DENTAL UNIVERSO EIRELI [F2021]
26396672000151,BRASMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,121,BRASMED DISTRIBUIDORA DE [F2022]
26397154000152,3P MEDICAL LTDA,1,3P MEDICAL LTDA [F2023]
26401571000121,TRES PHARMA DISTRIBUIDORA E SERVICOS LTDA,85,TRES PHARMA DISTRIBUIDOR [F2024]
26402220000135,CRISTIANE M. OST,1,CRISTIANE M. OST [F2025]
26419311000183,LUMANN DISTRIBUIDORA DE MEDICAMENTOS LTDA,992,LUMANN DISTRIBUIDORA DE  [F2026]
26436406000105,CENTRAL DAS FRALDAS DISTRIBUIDORA LTDA,12,CENTRAL DAS FRALDAS DIST [F2027]
26436496000134,CEARENSE COMERCIO DE PRODUTOS HOSPITALARES EIRELI,215,CEARENSE COMERCIO DE PRO [F2028]
26437725000135,BIS COMERCIO & SERVICOS LTDA,216,BIS COMERCIO & SERVICOS  [F2029]
26446086000174,MARIELLE CRISTINA SCHMIDT PORRECA,1,MARIELLE CRISTINA SCHMID [F2030]
26457348000104,C.A. HOSPITALAR LTDA,148,C.A. HOSPITALAR LTDA [F2031]
26476191000156,HIROMED PRODUTOS HOSPITALARES LTDA,3,HIROMED PRODUTOS HOSPITA [F2032]
26499522000173,MORIMED COMERCIAL LTDA,5,MORIMED COMERCIAL LTDA [F2033]
26518793000129,RESENDE DIAGNOSTICOS LTDA,2,RESENDE DIAGNOSTICOS LTD [F2034]
26526668000160,R A DOS SANTOS DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,6,R A DOS SANTOS DISTRIBUI [F2035]
26527362000129,ESFERA MASTER COMERCIAL LTDA,14,ESFERA MASTER COMERCIAL  [F2036]
26542337000114,VIP EMPREENDIMENTOS FARMACEUTICOS LTDA,34,VIP EMPREENDIMENTOS FARM [F2037]
26543386000171,RCA DIST. DE PRODUTOS HOSPITARES E COM. DE EQUIPAMENTOS DE INFORMATICA LTDA,120,RCA DIST. DE PRODUTOS HO [F2038]
26547099000130,M. CALGAROTO LTDA,1,M. CALGAROTO LTDA [F2039]
26551165000145,GUSTAVO NICOLINO,188,GUSTAVO NICOLINO [F2040]
26554718000113,LFP COMERCIO DE PRODUTOS PARA SAUDE LTDA,9,LFP COMERCIO DE PRODUTOS [F2041]
26556283000146,PRIMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,PRIMED COMERCIO DE PRODU [F2042]
26570361000167,PORTAL DISTRIBUIDORA HOSPITALAR LTDA,10,PORTAL DISTRIBUIDORA HOS [F2043]
26574646000176,MARIA FLAVIA K DOS SANTOS GARCIA LTDA,1,MARIA FLAVIA K DOS SANTO [F2044]
26581761000178,HIGIBEST COMERCIO E SERVICOS LTDA,11,HIGIBEST COMERCIO E SERV [F2045]
26583983000120,HENRIQUE DE OLIVEIRA PRADO,9,HENRIQUE DE OLIVEIRA PRA [F2046]
26603680000121,MORAMED MANUTENCAO E VENDA DE ACESSORIOS MEDICO HOSPITALAR LTDA,1,MORAMED MANUTENCAO E VEN [F2047]
26605573000132,CENUTRI COMERCIO E SERVICOS LTDA,66,CENUTRI COMERCIO E SERVI [F2048]
26628908000138,URSA COMERCIAL LTDA,54,URSA COMERCIAL LTDA [F2049]
26640161000133,SAVIMED COMERCIO DE PRODUTOS MEDICOS LTDA,14,SAVIMED COMERCIO DE PROD [F2050]
26651036000129,JAC MED DIST DE MEDIC LTDA,150,JAC MED DIST DE MEDIC LT [F2051]
26657071000155,NSB DISTRIBUIDORA E SERVICOS LTDA,73,NSB DISTRIBUIDORA E SERV [F2052]
26657981000138,VISAO MATERIAL MEDICO HOSPITALAR LTDA,81,VISAO MATERIAL MEDICO HO [F2053]
26685436000155,GOLD CARE COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES LTDA,2,GOLD CARE COMERCIO DE MA [F2054]
26697721000196,LUCINEIDE DE SOUSA CARVALHO LTDA,478,LUCINEIDE DE SOUSA CARVA [F2055]
26715034000156,PROMED COMERCIO DE SUPRIMENTOS HOSPITALARES LTDA,3,PROMED COMERCIO DE SUPRI [F2056]
26725081000180,"C M DISTRIBUIDORA, SERVICOS E LOCACOES LTDA",12,"C M DISTRIBUIDORA, SERVI [F2057]"
26732994000124,MED COMPANY COMERCIO DE PRODUTOS HOSPITALARES LTDA,4,MED COMPANY COMERCIO DE  [F2058]
26735921000196,NEW RIBE COMERCIAL LTDA,1,NEW RIBE COMERCIAL LTDA [F2059]
26754510000148,HORUS FARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,105,HORUS FARMA DISTRIBUIDOR [F2060]
26756192000154,CIRURGICA SOUZA RIO PRETO LTDA,102,CIRURGICA SOUZA RIO PRET [F2061]
26757894000152,LEMED DISTRIBUIDORA MATERIAIS HOSPITALARES LTDA,4,LEMED DISTRIBUIDORA MATE [F2062]
26760171000102,DRM - DISTRIBUIDORA REGIONAL DE MEDICAMENTOS LTDA,84,DRM - DISTRIBUIDORA REGI [F2063]
26794414000123,HELIOMED DISTRIBUIDORA HOSPITALAR LTDA,131,HELIOMED DISTRIBUIDORA H [F2064]
26847096000111,CIRURGICA ITAMBE LTDA,671,CIRURGICA ITAMBE LTDA [F2065]
26853028000165,CIRUMED COMERCIO LTDA,45,CIRUMED COMERCIO LTDA [F2066]
26892450000120,JPH BARROS COMERCIAL LTDA,1,JPH BARROS COMERCIAL LTD [F2067]
26898124000120,FARMANORTE COMERCIO E MANIPULACAO DE MEDICAMENTOS LTDA,6,FARMANORTE COMERCIO E MA [F2068]
26898423000164,SILITEC PRODUTOS HOSPITALARES LTDA,11,SILITEC PRODUTOS HOSPITA [F2069]
26918586000161,DROGARIA DUARTE LTDA,9,DROGARIA DUARTE LTDA [F2070]
26921908000121,HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.,34,HOSPFAR INDUSTRIA E COME [F2071]
26921908000202,HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.,66,HOSPFAR INDUSTRIA E COME [F2072]
26921908000555,HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.,8,HOSPFAR INDUSTRIA E COME [F2073]
26942958000195,NSC COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,3,NSC COMERCIO DE PRODUTOS [F2074]
26965609000199,CECHETTI & KEDIZ - COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA,44,CECHETTI & KEDIZ - COMER [F2075]
26965679000147,GG INDUSTRIA DE EQUIPAMENTOS MEDICOS LTDA,1,GG INDUSTRIA DE EQUIPAME [F2076]
26984213000199,R.A. MARTINS - DISTRIBUIDORA LTDA,74,R.A. MARTINS - DISTRIBUI [F2077]
27011022000103,BL INDUSTRIA OTICA LTDA,2,BL INDUSTRIA OTICA LTDA [F2078]
27011022002076,BL INDUSTRIA OTICA LTDA,2,BL INDUSTRIA OTICA LTDA [F2079]
27029083000106,ODONTOMASTER COMERCIO DE PRODUTOS PARA SAUDE LTDA,64,ODONTOMASTER COMERCIO DE [F2080]
27029310000195,OLINDA MATERIAIS HOSPITALARES LTDA,103,OLINDA MATERIAIS HOSPITA [F2081]
27066602000106,TS MEDICAL COMERCIO E SERVICO DE MATERIAL MEDICO HOSPITALAR E IMPORTACAO LTDA,32,TS MEDICAL COMERCIO E SE [F2082]
27080739000107,PRIME SOLUCOES EM SAUDE LTDA,119,PRIME SOLUCOES EM SAUDE  [F2083]
27081107000168,FERNANDO FATTORI DE OLIVEIRA LTDA,2,FERNANDO FATTORI DE OLIV [F2084]
27089709000161,FIRSTLAB INDUSTRIA IMPORTACAO E EXPORTACAO DE PRODUTOS PARA LABORATORIOS LTDA,1,FIRSTLAB INDUSTRIA IMPOR [F2085]
27105456000172,MEDICENTRO COMERCIO DE MEDICAMENTOS LTDA,34,MEDICENTRO COMERCIO DE M [F2086]
27114845000164,PREGWEB LTDA,2,PREGWEB LTDA [F2087]
27117540000106,DISTRIBUIDORA HOSPITALAR RAMOS E MENDONCA LTDA,9,DISTRIBUIDORA HOSPITALAR [F2088]
27130979000179,OPEN FARMA COMERCIO DE PRODUTOS HOSPITALARES LTDA,125,OPEN FARMA COMERCIO DE P [F2089]
27156872000108,VILLE COMERCIO E SERVICOS DE MOVEIS LTDA,2,VILLE COMERCIO E SERVICO [F2090]
27161574000106,OSVALDO CARNEO FILHO,3,OSVALDO CARNEO FILHO [F2091]
27162761000104,S2 DOCTOR DISTRIBUIDORA LTDA,5,S2 DOCTOR DISTRIBUIDORA  [F2092]
27168027000144,J B T INDUSTRIA E COMERCIO DE IMPORTACAO EXPORTACAO LTDA,54,J B T INDUSTRIA E COMERC [F2093]
27187758000137,BML HOSPITALAR LTDA,7,BML HOSPITALAR LTDA [F2094]
27191294000132,SIGEL DISTRIBUIDORA DE MEDICAMENTOS LTDA,12,SIGEL DISTRIBUIDORA DE M [F2095]
27205945000104,ODONTOMED T/A LTDA,7,ODONTOMED T/A LTDA [F2096]
27230285000103,HEMI SOLUCOES E SERVICOS LTDA,2,HEMI SOLUCOES E SERVICOS [F2097]
27250886000188,DAMIL COMERCIO DE PRODUTOS HOSPITALARES LTDA,35,DAMIL COMERCIO DE PRODUT [F2098]
27252621000119,KL COMERCIO E SERVICOS LTDA,2,KL COMERCIO E SERVICOS L [F2099]
27256185000156,MEDBRANDS COMERCIO E DISTRIBUIDORA LTDA,6,MEDBRANDS COMERCIO E DIS [F2100]
27265958000160,DENTAL Z. ROCHA LTDA,1,DENTAL Z. ROCHA LTDA [F2101]
27270402000162,CRISANTO ABILIO DE SOUSA NETTO,73,CRISANTO ABILIO DE SOUSA [F2102]
27292082000141,MEDINOVE COMERCIO DE PRODUTOS HOSPITALARES LTDA,7,MEDINOVE COMERCIO DE PRO [F2103]
27300682000104,BMH PRODUTOS MEDICOS HOSPITALARES LTDA,2,BMH PRODUTOS MEDICOS HOS [F2104]
27311107000107,SC MED DISTRIBUIDORA MEDICO HOSPITALAR LTDA,10,SC MED DISTRIBUIDORA MED [F2105]
27313181000162,NEO HOSPITALAR LTDA,2,NEO HOSPITALAR LTDA [F2106]
27325768000191,PREMIUM HOSPITALAR LTDA,98,PREMIUM HOSPITALAR LTDA [F2107]
27330244000199,MC MEDICALL PRODUTOS MEDICO HOSPITALARES LTDA,141,MC MEDICALL PRODUTOS MED [F2108]
27342692000102,VILEM FARMACIA DE MANIPULACAO LTDA,16,VILEM FARMACIA DE MANIPU [F2109]
27347244000100,REDALMUS COMERCIAL LTDA,28,REDALMUS COMERCIAL LTDA [F2110]
27358419000176,L.E. ALMEIDA COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,37,L.E. ALMEIDA COMERCIO DE [F2111]
27360084000120,BH MED DISTRIBUIDORA HOSPITALAR LTDA,2,BH MED DISTRIBUIDORA HOS [F2112]
27376022000107,PRIME CIRURGICA IMPORTADORA E DISTRIBUIDORA DE MERCADORIAS E EQUIPAMENTOS MEDICOS E HOSPITALARES LTDA,2,PRIME CIRURGICA IMPORTAD [F2113]
27376632000100,EXATA DISTRIBUIDORA DE MEDICAMENTOS - EIRELI,42,EXATA DISTRIBUIDORA DE M [F2114]
27401513000160,DEVANT CARE COMERCIAL LTDA,9,DEVANT CARE COMERCIAL LT [F2115]
27435570000160,NUTRI CENTER PRODUTOS NUTRICIONAIS LTDA,2,NUTRI CENTER PRODUTOS NU [F2116]
27437056000164,SUPER DIAGNOSTICA PRODUTOS HOSPITALARES LTDA,1,SUPER DIAGNOSTICA PRODUT [F2117]
27455068000111,ESFIGMED COMERCIAL HOSPITALAR LTDA,133,ESFIGMED COMERCIAL HOSPI [F2118]
27457005000102,BIOTECNOPLUS ASSISTENCIA TECNICA EM EQUIPAMENTOS HOSPITALARES LTDA,3,BIOTECNOPLUS ASSISTENCIA [F2119]
27463638000115,DANIEL DA SILVA DISTRIBUIDORA,62,DANIEL DA SILVA DISTRIBU [F2120]
27468000000177,MED COMPANY - INDUSTRIA TEXTIL LTDA,3,MED COMPANY - INDUSTRIA  [F2121]
27477776000153,BRASIL CENTRAL COMERCIO DE PRODUTOS E SERVICOS LTDA,1,BRASIL CENTRAL COMERCIO  [F2122]
27479311000131,OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA,2,OXIGENIO MODELO INDUSTRI [F2123]
27545656000146,FORAL FORNECEDORA ALIANCA COMERCIAL LTDA,1,FORAL FORNECEDORA ALIANC [F2124]
27580236000109,VERSATILLY ORTOPEDICOS LTDA,35,VERSATILLY ORTOPEDICOS L [F2125]
27600270000190,LOGER DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,574,LOGER DISTRIBUIDORA DE M [F2126]
27602029000108,JLM DISTRIBUIDORA COMERCIO E SERVICOS LTDA,13,JLM DISTRIBUIDORA COMERC [F2127]
27602134000139,HEALTH SANTA LUZIA LTDA,1,HEALTH SANTA LUZIA LTDA [F2128]
27616822000158,ERICK LUIZ MACIEL CAVALCANTI LTDA,2,ERICK LUIZ MACIEL CAVALC [F2129]
27634076000125,REMORA PRODUTOS PARA SAUDE LTDA,81,REMORA PRODUTOS PARA SAU [F2130]
27656480000108,PROATIVA HOSPITALAR LTDA,142,PROATIVA HOSPITALAR LTDA [F2131]
27657308000160,M B DE CARVALHO DROGARIA,3,M B DE CARVALHO DROGARIA [F2132]
27664639000128,D F C HOSPITALAR COMERCIO E SERVICOS LTDA,1,D F C HOSPITALAR COMERCI [F2133]
27672644000182,PROMEDI DISTRIBUIDORA LTDA,140,PROMEDI DISTRIBUIDORA LT [F2134]
27672908000106,WIENSKOSKI & FAIOLA LTDA,107,WIENSKOSKI & FAIOLA LTDA [F2135]
27710825000156,MINAS MED BRASIL LTDA,4,MINAS MED BRASIL LTDA [F2136]
27711259000105,"CENTRAL CIRURGICA COMERCIO, IMPORTACAO E EXPORTACAO LTDA",9,CENTRAL CIRURGICA COMERC [F2137]
