fornecedor_id,fornecedor,ocorrencias,rotulo
40152684000161,MAXMED DISTRIBUIDORA ODONTO-HOSPITALAR LTDA,11,MAXMED DISTRIBUIDORA ODO [F2849]
40175705000164,CEI COMERCIO EXPORTACAO E IMP DE MAT MEDICOS LTDA,15,CEI COMERCIO EXPORTACAO  [F2850]
40238923000109,POLLYANNA TAMARA MORAIS E SILVA MOURA LTDA,2,POLLYANNA TAMARA MORAIS  [F2851]
40254918000181,BRASIL FARMAON MEDICAMENTOS FARMACEUTICOS LTDA,4,BRASIL FARMAON MEDICAMEN [F2852]
40256200000124,"MEDS COMERCIO DE MEDICAMENTOS, PRODUTOS E EQUIPAMENTOS HOSPITALARES LTDA",145,MEDS COMERCIO DE MEDICAM [F2853]
40273753000195,FARMA MEDICAL DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA,1,FARMA MEDICAL DISTRIBUID [F2854]
40274237000185,CLM FARMA COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA,341,CLM FARMA COMERCIO E DIS [F2855]
40328532000177,DISTRIBUIDORA DE MEDICAMENTOS BANDEIRANTE LTDA,123,DISTRIBUIDORA DE MEDICAM [F2856]
40332173000121,M.F.G. DE MELO,1,M.F.G. DE MELO [F2857]
40367723000148,B. S. ARTIGOS DO VESTUARIO LTDA,1,B. S. ARTIGOS DO VESTUAR [F2858]
40368186000150,GFS COMERCIO E SERVICOS LTDA,9,GFS COMERCIO E SERVICOS  [F2859]
40382970000113,"HEALTH-CARE COMERCIO DE MATERIAL MEDICO, CIRURGICO E HOSPITALAR LTDA.",8,HEALTH-CARE COMERCIO DE  [F2860]
40420219000164,W.A MEDICAMENTOS SOLUCOES EM SAUDE LTDA,28,W.A MEDICAMENTOS SOLUCOE [F2861]
40455009000101,ALMEIDA FARMACEUTICA LTDA,92,ALMEIDA FARMACEUTICA LTD [F2862]
40476413000161,DF DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA,1,DF DISTRIBUIDORA DE MEDI [F2863]
40600760000154,LEMAN MEDICAMENTOS E CIA LTDA,146,LEMAN MEDICAMENTOS E CIA [F2864]
40613881000130,MB COMERCIO DE PRODUTOS NUTRICIONAIS E HOSPITALARES LTDA,2,MB COMERCIO DE PRODUTOS  [F2865]
40618304000131,FOCCUS DISTRIBUIDORA DE EQUIPAMENTOS LTDA,5,FOCCUS DISTRIBUIDORA DE  [F2866]
40649293000157,ANA JULIA MARTINS FALEIROS DE ANDRADE LTDA,58,ANA JULIA MARTINS FALEIR [F2867]
40657992000149,LICI EXPRESS DISTRIBUIDORA LTDA,19,LICI EXPRESS DISTRIBUIDO [F2868]
40673263000186,REISMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,REISMED COMERCIO DE PROD [F2869]
40710180000110,FARMABES MATERIAIS HOSPITALARES LTDA,32,FARMABES MATERIAIS HOSPI [F2870]
40724582000173,FIA COMERCIO DE PRODUTOS HOSPITALARES LTDA,281,FIA COMERCIO DE PRODUTOS [F2871]
40787152000109,CIRUFARMA COMERCIAL LTDA,125,CIRUFARMA COMERCIAL LTDA [F2872]
40788766000105,CIRURGICA BRASIL DISTRIBUIDORA DE MEDICAMENTOS LTDA,764,CIRURGICA BRASIL DISTRIB [F2873]
40790727000134,RN COMERCIO DE MEDICAMENTOS E MATERIAL HOSPITALAR LTDA,1,RN COMERCIO DE MEDICAMEN [F2874]
40801743000185,FARMACIA TRUZZI LTDA,2,FARMACIA TRUZZI LTDA [F2875]
40802993000130,J. S. NUNES LTDA,4,J. S. NUNES LTDA [F2876]
40813690000112,SAN CAMILO HOSPITALAR LTDA,3,SAN CAMILO HOSPITALAR LT [F2877]
40814479000114,R2 MEDCAL DISTRIBUIDORA PRODUTOS HOSPITALARES LTDA,3,R2 MEDCAL DISTRIBUIDORA  [F2878]
40878085000120,MULTICENTER COMERCIO LTDA,6,MULTICENTER COMERCIO LTD [F2879]
40892801000123,K & M MEDICAL COMERCIO DE PRODUTOS HOSPITALARES LTDA,2,K & M MEDICAL COMERCIO D [F2880]
40895512000188,SOMA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,54,SOMA DISTRIBUIDORA DE PR [F2881]
40924536000118,MGN HOSPITALAR LTDA,1,MGN HOSPITALAR LTDA [F2882]
40951414000110,NF FARMACEUTICA E LOGISTICA LTDA,622,NF FARMACEUTICA E LOGIST [F2883]
40968252000123,MEDICINA SEGURA DISTRIBUICAO E PROMOCAO EM VENDAS LTDA,3,MEDICINA SEGURA DISTRIBU [F2884]
41057228000103,MEGAHOSP COMERCIO DE PRODUTOS PARA SAUDE LTDA,1,MEGAHOSP COMERCIO DE PRO [F2885]
41070028000182,GR FARMA BEBEDOURO LTDA,9,GR FARMA BEBEDOURO LTDA [F2886]
41073251000183,ALPHA COMERCIAL HOSPITALAR LTDA,3,ALPHA COMERCIAL HOSPITAL [F2887]
41098601000166,MC FARMA LTDA,14,MC FARMA LTDA [F2888]
41103222000117,JANDAMED PRODUTOS HOSPITALARES LTDA,37,JANDAMED PRODUTOS HOSPIT [F2889]
41113359000152,DPNT COMERCIO E DISTRIBUICAO LTDA,8,DPNT COMERCIO E DISTRIBU [F2890]
41141956000190,PATOMEDI DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,95,PATOMEDI DISTRIBUIDORA D [F2891]
41194774000188,L R DISTRIBUIDORA DE MEDICAMENTOS LTDA,60,L R DISTRIBUIDORA DE MED [F2892]
41197176000162,L. M. DISTRIBUIDORA DE MEDICAMENTOS LTDA,3,L. M. DISTRIBUIDORA DE M [F2893]
41227287000174,ORTHOFACOS PRODUTOS PARA ORTOPEDIA E OFTALMOLOGIA LTDA,11,ORTHOFACOS PRODUTOS PARA [F2894]
41250142000194,COMERCIAL VIEIRA COSTA LTDA,3,COMERCIAL VIEIRA COSTA L [F2895]
41263941000103,3M REPRESENTACOES COMERCIAIS LTDA,8,3M REPRESENTACOES COMERC [F2896]
41302176000185,LC PRODUTOS HOSPITALARES LTDA,9,LC PRODUTOS HOSPITALARES [F2897]
41319629000186,SOLUTE MEDICAL GROUP BRAZIL LTDA,2,SOLUTE MEDICAL GROUP BRA [F2898]
41319803000190,GENERICA ITATIBA DISTRIBUIDORA DE MEDICAMENTOS LTDA,89,GENERICA ITATIBA DISTRIB [F2899]
41331641000106,L C L - NASCIMENTO DISTRIBUIDORA HOSPITALAR LTDA,11,L C L - NASCIMENTO DISTR [F2900]
41340103000188,EREMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,51,EREMED DISTRIBUIDORA DE  [F2901]
41342194000190,HOSPMED - COMERCIO ATACADISTA E VAREJISTA DE PRODUTOS MEDICOS E HOSPITALARES LTDA,10,HOSPMED - COMERCIO ATACA [F2902]
41347974000123,ZAFRA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,125,ZAFRA DISTRIBUIDORA DE M [F2903]
41350665000102,DISTRISOL DISTRIBUIDORA DE MATERIAL LTDA,57,DISTRISOL DISTRIBUIDORA  [F2904]
41365113000178,NOVA MEDICAMENTOS LTDA,721,NOVA MEDICAMENTOS LTDA [F2905]
41381952000180,ROCHA E GOES DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS MEDICO HOSPITALARES LTDA,74,ROCHA E GOES DISTRIBUIDO [F2906]
41414934000157,VMB DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL MEDICO HOSPITALAR LTDA,4,VMB DISTRIBUIDORA DE MED [F2907]
41464907000199,MED3 COMERCIO DE PRODUTOS HOSPITALARES LTDA,2,MED3 COMERCIO DE PRODUTO [F2908]
41481009000220,JSP ASSESSORIA E GESTAO CONTABIL LTDA,7,JSP ASSESSORIA E GESTAO  [F2909]
41488836000164,B L C COMERCIO DE MATERIAIS LTDA,209,B L C COMERCIO DE MATERI [F2910]
41500407000165,HENRIVIX COMERCIO DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,346,HENRIVIX COMERCIO DE MED [F2911]
41507227000105,JAB COMERCIO E DISTRIBUICAO DE PRODUTOS LTDA,1,JAB COMERCIO E DISTRIBUI [F2912]
41511821000170,DESTRA DISTRIBUIDORA DE MEDICAMENTOS LTDA,563,DESTRA DISTRIBUIDORA DE  [F2913]
41516065000171,LIDER MED LTDA,1373,LIDER MED LTDA [F2914]
41532061000187,STAR MIX PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES LTDA,45,STAR MIX PRODUTOS ODONTO [F2915]
41546121000110,ALVES DE ALENCAR LTDA,2,ALVES DE ALENCAR LTDA [F2916]
41550166000169,CURAMED - PRODUTOS HOSPITALARES LTDA,91,CURAMED - PRODUTOS HOSPI [F2917]
41554303000133,ITA MED PRODUTOS MEDICOS HOSPITALARES LTDA,37,ITA MED PRODUTOS MEDICOS [F2918]
41568143000181,SEABRA HOSPITALAR LTDA,49,SEABRA HOSPITALAR LTDA [F2919]
41582087000130,WILLIAMS CENTRO DE DISTRIBUICAO DE MEDICAMENTOS LTDA,15,WILLIAMS CENTRO DE DISTR [F2920]
41665545000102,DNA MED BRASIL LTDA,6,DNA MED BRASIL LTDA [F2921]
41683262000185,VERO MEDICAMENTOS LTDA,21,VERO MEDICAMENTOS LTDA [F2922]
41716353000170,"G.D. PRODUTOS MEDICOS, HOSPITALARES E ORTOPEDICOS LTDA",1,"G.D. PRODUTOS MEDICOS, H [F2923]"
41733464000194,SHL - SAUDE HOSPITALAR E LABORATORIAL LTDA,9,SHL - SAUDE HOSPITALAR E [F2924]
41738390000189,PL MED PRODUTOS HOSPITALARES LTDA,1,PL MED PRODUTOS HOSPITAL [F2925]
41752554000122,ELLOMED COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,ELLOMED COMERCIO DE PROD [F2926]
41774511000148,CENTRAL LIFE DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA,21,CENTRAL LIFE DISTRIBUIDO [F2927]
41778326000121,MED & FARMA COMERCIO ATACADISTA MEDICAMENTOS LTDA,1181,MED & FARMA COMERCIO ATA [F2928]
41836567000180,KANIA COMERCIO DE PRODUTOS HOSPITALARES LTDA,13,KANIA COMERCIO DE PRODUT [F2929]
41851336000145,BRAVA INDUSTRIA E COMERCIO LTDA,9,BRAVA INDUSTRIA E COMERC [F2930]
41932099000147,PMI BRASIL IMPORTADORA E EXPORTADORA DE PRODUTOS PARA SAUDE LTDA,4,PMI BRASIL IMPORTADORA E [F2931]
41934829000149,CIRURGICA FENIX LTDA,1,CIRURGICA FENIX LTDA [F2932]
41948967000187,NATOMEDIC PRODUTOS DE SAUDE LTDA,3,NATOMEDIC PRODUTOS DE SA [F2933]
41977198000145,MAXXI VIX COMERCIO ATACADISTA E REPRESENTACAO LTDA,6,MAXXI VIX COMERCIO ATACA [F2934]
41990236000108,RCMED DISTRIBUIDORA LTDA,26,RCMED DISTRIBUIDORA LTDA [F2935]
42017679000171,ALFA HOSPITALAR DISTRIBUIDORA MATERIAL MEDICO E HOSPITALAR LTDA,257,ALFA HOSPITALAR DISTRIBU [F2936]
42038727000108,SENA COMERCIO DE PRODUTOS PARA A SAUDE LTDA,5,SENA COMERCIO DE PRODUTO [F2937]
42040380000138,BIMEX RS COMERCIO DE MEDICAMENTOS LTDA,43,BIMEX RS COMERCIO DE MED [F2938]
42043318000108,FL SHELF REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS LTDA,27,FL SHELF REPRESENTANTES  [F2939]
42067051000180,CT COMERCIO DISTRIBUIDORA HOSPITALAR LTDA,26,CT COMERCIO DISTRIBUIDOR [F2940]
42081183000167,HEALTH EXPERIENCE PRODUTOS MEDICOS ODONTOLOGICOS E FARMACEUTICOS LTDA,6,HEALTH EXPERIENCE PRODUT [F2941]
42092374000124,GALLI E LIOTTO COMERCIO DE PRODUTOS HOSPITALARES LTDA,335,GALLI E LIOTTO COMERCIO  [F2942]
42119861000133,PORTOMED HOSPITALAR LTDA,9,PORTOMED HOSPITALAR LTDA [F2943]
42180406000143,GUERBET PRODUTOS RADIOLOGICOS LIMITADA,3,GUERBET PRODUTOS RADIOLO [F2944]
42198801000153,GEMELI MEDICAL LTDA,47,GEMELI MEDICAL LTDA [F2945]
42204942000131,PGE PRIME COMERCIO DE PRODUTOS PARA A SAUDE LTDA,1,PGE PRIME COMERCIO DE PR [F2946]
42205916000128,LICITA SAUDE COMERCIO DE ODONTOLOGICOS LTDA,2,LICITA SAUDE COMERCIO DE [F2947]
42227547000174,MED4 IMPORTADORA E DISTRIBUIDORA LTDA,78,MED4 IMPORTADORA E DISTR [F2948]
42241234000170,POWER MED MATERIAL HOSPITALAR LTDA,13,POWER MED MATERIAL HOSPI [F2949]
42322863000125,IMPULSE PRODUTOS HOSPITALARES LTDA,8,IMPULSE PRODUTOS HOSPITA [F2950]
42374207000176,LABORATORIOS SERVIER DO BRASIL LTDA,1,LABORATORIOS SERVIER DO  [F2951]
42375447000195,CONCEPT HOSPITALAR PRODUTOS MEDICOS LTDA,1,CONCEPT HOSPITALAR PRODU [F2952]
42377383000161,MEDCAMP MEDICAMENTOS E MATERIAIS HOSPITALAR LTDA,8,MEDCAMP MEDICAMENTOS E M [F2953]
42441595000160,VITALMED COMERCIO IMPORTACAO EXPORTACAO E DISTRIBUICAO LTDA,65,VITALMED COMERCIO IMPORT [F2954]
42496258000170,METTA FARMACEUTICA LTDA,207,METTA FARMACEUTICA LTDA [F2955]
42529374000149,DISTRIBUIDORA DE MEDICAMENTOS INTRAMED LTDA,90,DISTRIBUIDORA DE MEDICAM [F2956]
42587791000148,CSMED PRODUTOS MEDICO-HOSPITALARES LTDA,48,CSMED PRODUTOS MEDICO-HO [F2957]
42650279000107,LONDRIHOSP IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICO HOSPITALARES LTDA,29,LONDRIHOSP IMPORTACAO E  [F2958]
42705829000130,HUB HEALTH DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,2,HUB HEALTH DISTRIBUIDORA [F2959]
42794327000122,SAMMED DROGARIA E MEDICAMENTOS ESPECIAIS LTDA,2,SAMMED DROGARIA E MEDICA [F2960]
42799163000126,BH FARMA COMERCIO LTDA,298,BH FARMA COMERCIO LTDA [F2961]
42834634000190,BR MEDICAMENTOS LTDA,13,BR MEDICAMENTOS LTDA [F2962]
42837716000198,IN VITRO DIAGNOSTICA LTDA,22,IN VITRO DIAGNOSTICA LTD [F2963]
42905964000129,GRAZIELE TOLENTINO LTDA,1,GRAZIELE TOLENTINO LTDA [F2964]
42946717000170,ULTRA MED DISTRIBUIDORA DE MEDICAMENTOS LTDA,106,ULTRA MED DISTRIBUIDORA  [F2965]
42987802000187,FARMACIA SAUDE POPULAR LTDA,2,FARMACIA SAUDE POPULAR L [F2966]
43001464000125,INOVA NUTRICAO E PRODUTOS EM SAUDE LTDA,4,INOVA NUTRICAO E PRODUTO [F2967]
43025186000146,WF DISTRIBUIDORA DE MEDICAMENTOS LTDA,71,WF DISTRIBUIDORA DE MEDI [F2968]
43044418000103,M TESTA ATACADO LTDA,8,M TESTA ATACADO LTDA [F2969]
43121365000187,MG FLEX LTDA.,4,MG FLEX LTDA. [F2970]
43134552000103,ALP COMERCIO DE PRODUTOS PARA SAUDE LTDA,2,ALP COMERCIO DE PRODUTOS [F2971]
43144036000151,GEOMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,19,GEOMED DISTRIBUIDORA DE  [F2972]
43158055000137,IMUNE COMERCIO DE MATERIAIS HOSPITALARES LTDA,1,IMUNE COMERCIO DE MATERI [F2973]
43179225000160,TRANSMAI EQUIPAMENTOS MEDICOS HOSPITALARES LTDA,1,TRANSMAI EQUIPAMENTOS ME [F2974]
43219256000105,LIFE CLEAN COMERCIO DE EQUIPAMENTOS LTDA,5,LIFE CLEAN COMERCIO DE E [F2975]
43231355000102,MEDICINALE DISTRIBUIDORA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,74,MEDICINALE DISTRIBUIDORA [F2976]
43232006000105,W.A. COMERCIO DE MEDICAMENTOS LTDA,80,W.A. COMERCIO DE MEDICAM [F2977]
43239945000173,HOSPGYN DISTRIBUIDORA LTDA,61,HOSPGYN DISTRIBUIDORA LT [F2978]
43269791000162,IMPERIUM MED DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,25,IMPERIUM MED DISTRIBUIDO [F2979]
43286062000114,INFINITA COMERCIO E SERVICOS LTDA,22,INFINITA COMERCIO E SERV [F2980]
43295831000140,INTERLAB FARMACEUTICA LTDA,1543,INTERLAB FARMACEUTICA LT [F2981]
43307039000169,ALAMO DISTRIBUIDORA MEDICO HOSPITALAR LTDA,6,ALAMO DISTRIBUIDORA MEDI [F2982]
43312503000105,SUPERA FARMA LABORATORIOS S.A.,1,SUPERA FARMA LABORATORIO [F2983]
43352606000107,MORETI DISTRIBUIDORA DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,89,MORETI DISTRIBUIDORA DE  [F2984]
43426626000177,ALLERGAN PRODUTOS FARMACEUTICOS LTDA.,2,ALLERGAN PRODUTOS FARMAC [F2985]
43433429000185,NORDIC COMERCIO E REPRESENTACAO DE PRODUTOS MEDICOS E HOSPITALARES LTDA,10,NORDIC COMERCIO E REPRES [F2986]
43456296000162,TECPLUS LTDA,1,TECPLUS LTDA [F2987]
43463126000105,LIVMED MATERIAIS E EQUIPAMENTOS HOSPITALARES LTDA,46,LIVMED MATERIAIS E EQUIP [F2988]
43496995000136,CIRURGICA SANTA HELENA LTDA,3,CIRURGICA SANTA HELENA L [F2989]
43519181000170,ARSERVE PHARMA EPP LTDA,40,ARSERVE PHARMA EPP LTDA [F2990]
43537550000157,LAPAMED LTDA,2,LAPAMED LTDA [F2991]
43548244000116,MAX PHARMA COMERCIO LTDA,24,MAX PHARMA COMERCIO LTDA [F2992]
43556958000176,ALTERNATIVA DISTRIBUIDORA HOSPITALAR LTDA,7,ALTERNATIVA DISTRIBUIDOR [F2993]
43564904000152,BR DISTRIBUICAO DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,504,BR DISTRIBUICAO DE MEDIC [F2994]
43573889000109,PROVIDE HOSPITALAR LTDA,14,PROVIDE HOSPITALAR LTDA [F2995]
43575877000113,DROGARIA NOVA ESPERANCA LTDA,29,DROGARIA NOVA ESPERANCA  [F2996]
43575877000466,DROGARIA NOVA ESPERANCA LTDA,14,DROGARIA NOVA ESPERANCA  [F2997]
43595813000184,IMPERIO PHARMA MEDICAMENTOS LTDA.,1,IMPERIO PHARMA MEDICAMEN [F2998]
43603551000152,AM CIANORTE DISTRIBUIDORA LTDA,65,AM CIANORTE DISTRIBUIDOR [F2999]
43607262000121,INPHARMA HOSPITALAR LTDA,551,INPHARMA HOSPITALAR LTDA [F3000]
43640754000119,FUNDACAO PARA O REMEDIO POPULAR FURP,59,FUNDACAO PARA O REMEDIO  [F3001]
43728100000141,BC MED HOSPITALAR LTDA,2,BC MED HOSPITALAR LTDA [F3002]
43732317000125,KFP COMERCIO DE MATERIAIS LTDA,21,KFP COMERCIO DE MATERIAI [F3003]
43741123000358,J H NOGAROTO & CIA LTDA,60,J H NOGAROTO & CIA LTDA [F3004]
43750122000108,FARMA LOBO LTDA,1,FARMA LOBO LTDA [F3005]
43751565000113,RF PRODUTOS HOSPITALARES E ODONTOLOGICOS LTDA,259,RF PRODUTOS HOSPITALARES [F3006]
43810883000108,DROGARIA BOA SAUDE DA RIBEIRA LTDA,2,DROGARIA BOA SAUDE DA RI [F3007]
43834774000120,DENTAL SOORETAMA COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,7,DENTAL SOORETAMA COMERCI [F3008]
43854777000126,BUNZL EQUIPAMENTOS PARA PROTECAO INDIVIDUAL LTDA,1,BUNZL EQUIPAMENTOS PARA  [F3009]
43940618000144,ELI LILLY DO BRASIL LTDA,60,ELI LILLY DO BRASIL LTDA [F3010]
43962576000142,UNAMED PRODUTOS HOSPITALARES LTDA,3,UNAMED PRODUTOS HOSPITAL [F3011]
43980053000129,FARMACIA CIDADE ALTA LTDA,15,FARMACIA CIDADE ALTA LTD [F3012]
44010437000181,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,3,CAZI QUIMICA FARMACEUTIC [F3013]
44036939000181,TRVO COMERCIO ATACADISTA LTDA,1,TRVO COMERCIO ATACADISTA [F3014]
44037882000135,THIAGO G. DISTRIBUIDORA DE MEDICAMENTOS E LOGISTICA LTDA,128,THIAGO G. DISTRIBUIDORA  [F3015]
44038095000108,LOPES & ISHIKAWA DISTRIBUIDORA DE MEDICAMENTOS LTDA,8,LOPES & ISHIKAWA DISTRIB [F3016]
44105234000179,SANTA FE HOSPITALAR PRODUTOS PARA SAUDE LTDA,2,SANTA FE HOSPITALAR PROD [F3017]
44127150000136,ASTRA MEDICAL SUPPLY PRODUTOS MEDICOS E HOSPITALARES LTDA,8,ASTRA MEDICAL SUPPLY PRO [F3018]
44134704000122,L.E. COMERCIO DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA,64,L.E. COMERCIO DE MEDICAM [F3019]
44152616000153,UP DISTRIBUIDORA LTDA,170,UP DISTRIBUIDORA LTDA [F3020]
44187859000127,SANTA CLARA PRODUTOS FARMACEUTICOS LTDA,1,SANTA CLARA PRODUTOS FAR [F3021]
44219136000162,ATLAS EQUIPAMENTOS LTDA,1,ATLAS EQUIPAMENTOS LTDA [F3022]
44223526000106,DISTRIBUIDORA AGUA BOA LTDA,115,DISTRIBUIDORA AGUA BOA L [F3023]
44239382000186,PHOENIX INDUSTRIA E COMERCIO DE EQUIPAMENTOS CIENTIFICOS LTDA,1,PHOENIX INDUSTRIA E COME [F3024]
44291264000117,LYON FARMA-HOSPITALAR IMPORTACAO E EXPORTACAO LTDA,1,LYON FARMA-HOSPITALAR IM [F3025]
44328371000172,"VERO MEDICAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA",9,"VERO MEDICAL IMPORTACAO, [F3026]"
44343055000170,NUTRIMARCAS PRODUTOS ALIMENTICIOS LTDA,1,NUTRIMARCAS PRODUTOS ALI [F3027]
44363661000580,GLENMARK FARMACEUTICA LTDA,7,GLENMARK FARMACEUTICA LT [F3028]
44385344000131,VITALCURE PRODUTOS MEDICOS NUTRICIONAIS LTDA,1,VITALCURE PRODUTOS MEDIC [F3029]
44387760000179,MABE FARMA PRODUTOS HOSPITALARES LTDA,1,MABE FARMA PRODUTOS HOSP [F3030]
44450437000100,FERRAZ EVENTOS E REPRESENTACOES LTDA,2,FERRAZ EVENTOS E REPRESE [F3031]
44462035000118,LABBRASIL COMERCIO DE PRODUTOS MEDICOS LTDA,1,LABBRASIL COMERCIO DE PR [F3032]
44463156000184,SERVIMED COMERCIAL LTDA,89,SERVIMED COMERCIAL LTDA [F3033]
44577516000179,LABJ IMPERIU'S PHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,53,LABJ IMPERIU'S PHARMA DI [F3034]
44598531000101,SAUDE BRASIL IMPORTACAO E EXPORTACAO DE PRODUTOS HOSPITALARES LTDA,2,SAUDE BRASIL IMPORTACAO  [F3035]
44607099000160,LA VIE MEDICAL LTDA,24,LA VIE MEDICAL LTDA [F3036]
44611020000174,VITAL SAUDE DISTRIBUIDORA LTDA,3,VITAL SAUDE DISTRIBUIDOR [F3037]
44639493000180,EUGIA PHARMA INDUSTRIA FARMACEUTICA LIMITADA,35,EUGIA PHARMA INDUSTRIA F [F3038]
44656846000150,DF MEDICAL LTDA,289,DF MEDICAL LTDA [F3039]
44734671000151,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,6314,CRISTALIA PRODUTOS QUIMI [F3040]
44734671000402,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,50,CRISTALIA PRODUTOS QUIMI [F3041]
44734671000828,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,670,CRISTALIA PRODUTOS QUIMI [F3042]
44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,2659,CRISTALIA PRODUTOS QUIMI [F3043]
44735855000136,MG BRASIL COMERCIO E SERVICOS LTDA,2,MG BRASIL COMERCIO E SER [F3044]
44755855000106,BIG MED DISTRIBUIDORA DE MEDICAMENTOS LTDA,2,BIG MED DISTRIBUIDORA DE [F3045]
44779242000109,P H COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,192,P H COMERCIO DE PRODUTOS [F3046]
44949367000121,COMERCIAL DISTRINORTE CAPIXABA LTDA,7,COMERCIAL DISTRINORTE CA [F3047]
44982273000154,F. DUTRA SOLUCOES EM SAUDE LTDA.,3,F. DUTRA SOLUCOES EM SAU [F3048]
45053942000176,MATHEUS COMERCIO ATACADISTA LTDA,10,MATHEUS COMERCIO ATACADI [F3049]
45075197000166,AIR PURE COMERCIO DE GASES LTDA,3,AIR PURE COMERCIO DE GAS [F3050]
45082493000194,VLS MEDICAMENTOS LTDA,10,VLS MEDICAMENTOS LTDA [F3051]
45090400000173,CLEAN X COMERCIO VAREJISTA DE PRODUTOS SANEANTES LTDA,5,CLEAN X COMERCIO VAREJIS [F3052]
45107793000180,PHOENIX DISTRIBUIDORA E IMPORTADORA DE PRODUTOS FARMACEUTICOS E CORRELATOS LTDA,49,PHOENIX DISTRIBUIDORA E  [F3053]
45151432000131,ALEX DOS SANTOS MOURA & CIA LTDA,1,ALEX DOS SANTOS MOURA &  [F3054]
45157605000129,VRM IMPORT LTDA,3,VRM IMPORT LTDA [F3055]
45195203000119,SAO BENTO COMERCIO E SERVICOS LTDA,1,SAO BENTO COMERCIO E SER [F3056]
45203145000128,LICITAMED PRIME COMERCIAL LTDA,1,LICITAMED PRIME COMERCIA [F3057]
45216228000151,GM COMERCIAL HOSPITALAR LTDA,76,GM COMERCIAL HOSPITALAR  [F3058]
45282739000171,MULTIMEDIK DISTRIBUICAO LTDA,7,MULTIMEDIK DISTRIBUICAO  [F3059]
45293736000133,ATUAL COMERCIO ATACADISTA DE PRODUTOS PARA A SAUDE LTDA,2,ATUAL COMERCIO ATACADIST [F3060]
45295469000133,LLT DISTRIBUICAO DE PRODUTOS MEDICOS LTDA,1,LLT DISTRIBUICAO DE PROD [F3061]
45322752000107,F MOREIRA SILVA LTDA,1,F MOREIRA SILVA LTDA [F3062]
45344935000123,HIGYA MED - SOLUCOES HOSPITALARES LTDA,23,HIGYA MED - SOLUCOES HOS [F3063]
45453214001042,PROFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS SA,1,PROFARMA DISTRIBUIDORA D [F3064]
45453214003177,PROFARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS SA,1,PROFARMA DISTRIBUIDORA D [F3065]
45454327000171,XLAB - SUPRIMENTOS PARA LABORATORIO LTDA,2,XLAB - SUPRIMENTOS PARA  [F3066]
45463464000172,DROGARIA MARQUETE BARBOSA & CIA LTDA,3,DROGARIA MARQUETE BARBOS [F3067]
45763951000150,SLIM MED PRODUTOS HOSPITALARES LTDA,13,SLIM MED PRODUTOS HOSPIT [F3068]
45774320000137,FARMACIA CENTRAL DE BROTAS LTDA,26,FARMACIA CENTRAL DE BROT [F3069]
45774742000102,CASSOLE AGUIAR DROGARIA LTDA,152,CASSOLE AGUIAR DROGARIA  [F3070]
45858701000102,DROGARIA SAO QUIRINO ANDRIOLO LTDA,1,DROGARIA SAO QUIRINO AND [F3071]
45985371000108,3M DO BRASIL LTDA,2,3M DO BRASIL LTDA [F3072]
45987013000134,ORGANON FARMACEUTICA LTDA.,2,ORGANON FARMACEUTICA LTD [F3073]
45987013000304,ORGANON FARMACEUTICA LTDA.,3,ORGANON FARMACEUTICA LTD [F3074]
