instituicao_id,instituicao,ocorrencias,rotulo
12332979000184,MUNICIPIO DE SANTANA DO MUNDAU,546,MUNICIPIO DE SANTANA DO  [I0455]
12332987000120,MUNICIPIO DE COLONIA LEOPOLDINA,4,MUNICIPIO DE COLONIA LEO [I0456]
12333746000104,MUNICIPIO DE VICOSA,163,MUNICIPIO DE VICOSA [I0457]
12342368000117,FUNDO MUNICIPAL DE SAUDE DE JACARE DOS HOMENS,6,FUNDO MUNICIPAL DE SAUDE [I0458]
12342663000173,MUNICIPIO DE MATRIZ DE CAMARAGIBE,32,MUNICIPIO DE MATRIZ DE C [I0459]
12366720000154,MUNICIPIO DE PORTO CALVO,74,MUNICIPIO DE PORTO CALVO [I0460]
12375571000190,LAGOA DE DENTRO - FUNDO MUNICIPAL DE SAUDE,264,LAGOA DE DENTRO - FUNDO  [I0461]
12401524000173,FUNDO MUNICIPAL DE SAUDE,99,FUNDO MUNICIPAL DE SAUDE [I0462]
12403050000107,FUNDO MUNICIPAL DE SAUDE - FMS,55,FUNDO MUNICIPAL DE SAUDE [I0463]
12403819000189,FUNDO MUNICIPAL DE SAUDE DE FARO,790,FUNDO MUNICIPAL DE SAUDE [I0464]
12431437000169,FUNDO MUNICIPAL DE SAUDE,356,FUNDO MUNICIPAL DE SAUDE [I0465]
12447227000169,FUNDO MUNICIPAL DE SAUDE DE SANTA TEREZINHA,45,FUNDO MUNICIPAL DE SAUDE [I0466]
12457150000108,FUNDO MUNICIPAL DE SAUDE DE RIO TINTO,133,FUNDO MUNICIPAL DE SAUDE [I0467]
12465477000121,FUNDO MUNICIPAL DE SAUDE,501,FUNDO MUNICIPAL DE SAUDE [I0468]
12526644000105,FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DO BONFIM PB,94,FUNDO MUNICIPAL DE SAUDE [I0469]
12552597000166,FUNDO MUNICIPAL DE SAUDE - FMS,143,FUNDO MUNICIPAL DE SAUDE [I0470]
12584054000120,FUNDO MUNICIPAL DE SAUDE DE JACUIPE,21,FUNDO MUNICIPAL DE SAUDE [I0471]
12625868000166,FUNDO MUNICIPAL DE SAUDE,677,FUNDO MUNICIPAL DE SAUDE [I0472]
12652705000172,FUNDO MUNICIPAL DE SAUDE DE FLORESTA DO ARAGUAIA,108,FUNDO MUNICIPAL DE SAUDE [I0473]
12756355000194,FUNDO MUNICIPAL DE SAUDE,33,FUNDO MUNICIPAL DE SAUDE [I0474]
12802079000153,FUNDO MUNICIPAL DE SAUDE DE ISAIAS COELHO,11,FUNDO MUNICIPAL DE SAUDE [I0475]
12835008000157,FUNDO MUNICIPAL DE SAUDE,498,FUNDO MUNICIPAL DE SAUDE [I0476]
12842829000110,MUNICIPIO DE TEOTONIO VILELA,2,MUNICIPIO DE TEOTONIO VI [I0477]
13034603000156,FUNDO MUNICIPAL DE SAUDE DE TRES LAGOAS-MS,1085,FUNDO MUNICIPAL DE SAUDE [I0478]
13069201000197,FUNDO MUNICIPAL DE SAUDE DE JUNCO DO SERIDO-PB,131,FUNDO MUNICIPAL DE SAUDE [I0479]
13070749000157,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MATARACA-PB,709,FUNDO MUNICIPAL DE SAUDE [I0480]
13099820000124,CUITE DE MAMANGUAPE FUNDO MUNICIPAL DE SAUDE,943,CUITE DE MAMANGUAPE FUND [I0481]
13119961000161,MUNICIPIO DE CAPELA,179,MUNICIPIO DE CAPELA [I0482]
13556480000113,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PEDRO OSORIO - RS,2,FUNDO MUNICIPAL DE SAUDE [I0483]
13601247000105,FUNDO MUNICIPAL DE SAUDE,39,FUNDO MUNICIPAL DE SAUDE [I0484]
13650403000128,MUNICIPIO DE TEIXEIRA DE FREITAS,752,MUNICIPIO DE TEIXEIRA DE [I0485]
13659627000109,FUNDO MUNICIPAL DE SAUDE DE SAO GABRIEL DO OESTE,1279,FUNDO MUNICIPAL DE SAUDE [I0486]
13660767000199,FUNDACAO MUNICIPAL DE SAUDE DE TUBARAO,1146,FUNDACAO MUNICIPAL DE SA [I0487]
13661399000101,FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DA COROA GRANDE,201,FUNDO MUNICIPAL DE SAUDE [I0488]
13693153000103,CONSORCIO PUBLICO DA ASSOCIACAO DOS MUNICIPIOS DA REGIAO METROPOLITANA DE PORTO ALEGRE - CP GRANPAL,490,CONSORCIO PUBLICO DA ASS [I0489]
13781828000176,MUNICIPIO DE IBITIARA,25,MUNICIPIO DE IBITIARA [I0490]
13791643000142,FUNDO MUNICIPAL DE SAUDE,26,FUNDO MUNICIPAL DE SAUDE [I0491]
13792329000184,FUNDO MUNICIPAL DA SAUDE,671,FUNDO MUNICIPAL DA SAUDE [I0492]
13817576000198,FUNDO MUNICIPAL DE SAUDE DE CACHOEIRAS DE MACACU,6,FUNDO MUNICIPAL DE SAUDE [I0493]
13846658000160,FUNDO MUNICIPAL DE SAUDE,394,FUNDO MUNICIPAL DE SAUDE [I0494]
13861101000107,FUNDO MUNICIPAL DE SAUDE,512,FUNDO MUNICIPAL DE SAUDE [I0495]
13861260000101,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE COLIDER,19,FUNDO MUNICIPAL DE SAUDE [I0496]
13877281000107,FUNDO MUNICIPAL DE SAUDE DE TEIXEIRPOLIS,161,FUNDO MUNICIPAL DE SAUDE [I0497]
13884491000122,FUNDO MUNICIPAL DE SAUDE,282,FUNDO MUNICIPAL DE SAUDE [I0498]
13887045000171,FUNDO MUNICIPAL DE SAUDE DE NANTES,5,FUNDO MUNICIPAL DE SAUDE [I0499]
13917136000102,FUNDO MUNICIPAL DE SAUDE DE CARIACICA,59,FUNDO MUNICIPAL DE SAUDE [I0500]
13917262000167,FUNDO MUNICIPAL DE SAUDE DE SANTA MARIA DE JETIBA,1,FUNDO MUNICIPAL DE SAUDE [I0501]
13927758000111,FUNDO MUNICIPAL DE SAUDE,53,FUNDO MUNICIPAL DE SAUDE [I0502]
14004655000142,FUNDO MUNICIPAL DE SAUDE DE CHAPADAO DO SUL-MS,674,FUNDO MUNICIPAL DE SAUDE [I0503]
14007211000160,FUNDO MUNICIPAL DE SAUDE DE JARAGUA DO SUL,277,FUNDO MUNICIPAL DE SAUDE [I0504]
14028087000110,FUNDO MUNICIPAL DE SAUDE DE DEMERVAL LOBAO,176,FUNDO MUNICIPAL DE SAUDE [I0505]
14029232000187,FUNDO MUNICIPAL DE SAUDE,953,FUNDO MUNICIPAL DE SAUDE [I0506]
14051123000166,FUNDO MUNICIPAL DE SAUDE,1275,FUNDO MUNICIPAL DE SAUDE [I0507]
14051642000124,FUNDO MUNICIPAL DE SAUDE,21,FUNDO MUNICIPAL DE SAUDE [I0508]
14164659000198,FUNDO MUNICIPAL DE SAUDE DE SAO ROQUE DE MINAS,2,FUNDO MUNICIPAL DE SAUDE [I0509]
14173522000108,CONSORCIO PUBLICO DE DESENVOLVIMENTO DO VALE DO IVINHEMA-CODEVALE,19,CONSORCIO PUBLICO DE DES [I0510]
14231159000121,FUNDO MUNICIPAL DE SAUDE PREFEITURA DE SEVERIANO MELO/RN,381,FUNDO MUNICIPAL DE SAUDE [I0511]
14491945000168,FUNDO MUNICIPAL DE SAUDE DE SANTA TERESA,108,FUNDO MUNICIPAL DE SAUDE [I0512]
14523538000195,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,90,FUNDO MUNICIPAL DE ASSIS [I0513]
14540893000172,FUNDO MUNICIPAL DE SAUDE DE CASSILANDIA-MS,2,FUNDO MUNICIPAL DE SAUDE [I0514]
14578805000121,FUNDO MUNICIPAL DE SAUDE DE COLATINA,603,FUNDO MUNICIPAL DE SAUDE [I0515]
14587933000131,FUNDO MUNICIPAL DE SAUDE DE VIANA,280,FUNDO MUNICIPAL DE SAUDE [I0516]
14635944000140,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE IBIRACU,63,FUNDO MUNICIPAL DE SAUDE [I0517]
14734122000116,FUNDO MUNICIPAL DE SAUDE,161,FUNDO MUNICIPAL DE SAUDE [I0518]
14744834000116,FUNDO MUNICIPAL DE SAUDE,1,FUNDO MUNICIPAL DE SAUDE [I0519]
14785598000186,FUNDO MUNICIPAL DE SAUDE DE NOVA VENECIA,178,FUNDO MUNICIPAL DE SAUDE [I0520]
14792165000158,FUNDO MUNICIPAL DE SAUDE DE VITORIA,335,FUNDO MUNICIPAL DE SAUDE [I0521]
14801768000179,FUNDO MUNICIPAL DE SAUDE DE PIUMA,1,FUNDO MUNICIPAL DE SAUDE [I0522]
14813806000103,FUNDO MUNICIPAL DE SAUDE DE AGUA DOCE DO NORTE,1,FUNDO MUNICIPAL DE SAUDE [I0523]
14814026000188,FUNDO MUNICIPAL DE SAUDE DE SERRA,378,FUNDO MUNICIPAL DE SAUDE [I0524]
14814139000183,FUNDACAO ESTATAL DE ATENCAO ESPECIALIZADA EM SAUDE DE CURITIBA (FEAES - CURITIBA),1119,FUNDACAO ESTATAL DE ATEN [I0525]
14830853000165,FUNDO MUNICIPAL DE SAUDE DE CASTELO - ES,664,FUNDO MUNICIPAL DE SAUDE [I0526]
15246041000130,FUNDO MUNICIPAL DE SAUDE,675,FUNDO MUNICIPAL DE SAUDE [I0527]
15344304000143,CONSORCIO INTERMUNICIPAL DA REGIAO NORDESTE,638,CONSORCIO INTERMUNICIPAL [I0528]
15389588000194,MUNICIPIO DE SAO GABRIEL DO OESTE,65,MUNICIPIO DE SAO GABRIEL [I0529]
15408168000108,FUNDO MUNICIPAL DE SAUDE DE CAPAO ALTO,97,FUNDO MUNICIPAL DE SAUDE [I0530]
15626810000125,FUNDO MUNICIPAL DE SAUDE - FMS,39,FUNDO MUNICIPAL DE SAUDE [I0531]
15718459000100,CONSORCIO INTERMUNICIPAL DA REDE DE URGENCIAS E EMERGENCIAS DO NOROESTE DO PARANA - CIUENP,2,CONSORCIO INTERMUNICIPAL [I0532]
16656280000120,FUNDO MUNICIPAL DE SAUDE,5,FUNDO MUNICIPAL DE SAUDE [I0533]
16781346000104,MUNICIPIO DE PIUMHI,1891,MUNICIPIO DE PIUMHI [I0534]
17453467000190,FUNDO MUNICIPAL DE SAUDE DE CONCEICAO DO ARAGUAIA,300,FUNDO MUNICIPAL DE SAUDE [I0535]
17518565000168,FUNDO MUNICIPAL DE SAUDE DE PARAISO DAS AGUAS - MS,1,FUNDO MUNICIPAL DE SAUDE [I0536]
17546256000100,FUNDO MUNICIPAL DE SAUDE DE SANTA MARIA DAS BARREIRAS,382,FUNDO MUNICIPAL DE SAUDE [I0537]
17744434000107,MUNICIPIO DE RIO POMBA,85,MUNICIPIO DE RIO POMBA [I0538]
17754136000190,MUNICIPIO DE DIAMANTINA,48,MUNICIPIO DE DIAMANTINA [I0539]
18158261000108,MUNICIPIO DE DOURADOQUARA,2018,MUNICIPIO DE DOURADOQUAR [I0540]
18158642000189,MUNICIPIO DE IRAI DE MINAS,175,MUNICIPIO DE IRAI DE MIN [I0541]
18229151000181,FUNDO MUNICIPAL DE SAUDE DE BANDEIRANTES MS,22,FUNDO MUNICIPAL DE SAUDE [I0542]
18239616000185,MUNICIPIO DE GUAPE,174,MUNICIPIO DE GUAPE [I0543]
18241380000111,MUNICIPIO DE ITAMOGI,1149,MUNICIPIO DE ITAMOGI [I0544]
18241778000158,MUNICIPIO DE SAO JOAO BATISTA DO GLORIA,222,MUNICIPIO DE SAO JOAO BA [I0545]
18260489000104,MUNICIPIO DE TUPACIGUARA,93,MUNICIPIO DE TUPACIGUARA [I0546]
18299446000124,MUNICIPIO DE ITABIRA,111,MUNICIPIO DE ITABIRA [I0547]
18308734000106,MUNICIPIO DE SAO SEBASTIAO DO OESTE,1162,MUNICIPIO DE SAO SEBASTI [I0548]
18313817000185,MUNICIPIO DE PARA DE MINAS,288,MUNICIPIO DE PARA DE MIN [I0549]
18428839000190,MUNICIPIO DE UBERABA,320,MUNICIPIO DE UBERABA [I0550]
18428888000123,MUNICIPIO DE CONQUISTA,70,MUNICIPIO DE CONQUISTA [I0551]
18431155000148,MUNICIPIO DE MONTE ALEGRE DE MINAS,41,MUNICIPIO DE MONTE ALEGR [I0552]
18431312001359,MUNICIPIO DE UBERLANDIA,441,MUNICIPIO DE UBERLANDIA [I0553]
18457200000133,MUNICIPIO DE CANAPOLIS,13,MUNICIPIO DE CANAPOLIS [I0554]
18457218000135,MUNICIPIO DE ITUIUTABA,1,MUNICIPIO DE ITUIUTABA [I0555]
18478187000107,FUNDO MUNICIPAL DE SAUDE DE MARABA,1974,FUNDO MUNICIPAL DE SAUDE [I0556]
18538208000124,CONSORCIO INTERMUNICIPAL DO SUL DO ESTADO DE ALAGOAS - CONISUL,2653,CONSORCIO INTERMUNICIPAL [I0557]
18592162000121,MUNICIPIO DE ESTRELA DO SUL,41,MUNICIPIO DE ESTRELA DO  [I0558]
18663401000197,MUNICIPIO DE GUAXUPE,1602,MUNICIPIO DE GUAXUPE [I0559]
18960233000100,CONSORCIO INTERMUNICIPAL DO OESTE PAULISTA,2097,CONSORCIO INTERMUNICIPAL [I0560]
19047937000140,FUNDO MUNICIPAL DE SAUDE DE MACHADINHO D'OESTE,483,FUNDO MUNICIPAL DE SAUDE [I0561]
19110162000100,FUNDACAO HOSPITALAR DO MUNICIPIO DE VARGINHA FHOMUV,736,FUNDACAO HOSPITALAR DO M [I0562]
19122075000173,FUNDO MUNICIPAL DE SAUDE DE JI-PARANA,957,FUNDO MUNICIPAL DE SAUDE [I0563]
19181382000125,FUNDO MUNICIPAL DE SAUDE DE CEREJEIRAS - RO,522,FUNDO MUNICIPAL DE SAUDE [I0564]
19217292000147,FUNDO MUNICIPAL DE SAUDE,967,FUNDO MUNICIPAL DE SAUDE [I0565]
19275776000142,FUNDO MUNICIPAL DE SAUDE,761,FUNDO MUNICIPAL DE SAUDE [I0566]
19314027000187,FUNDO MUNICIPAL DE SAUDE DE VALE DO PARAISO,243,FUNDO MUNICIPAL DE SAUDE [I0567]
19361548000195,FUNDO MUNICIPAL DE SAUDE DE MINISTRO ANDREAZZA,854,FUNDO MUNICIPAL DE SAUDE [I0568]
19876424000142,MUNICIPIO DE IPATINGA,394,MUNICIPIO DE IPATINGA [I0569]
21467008000132,FUNDO MUNICIPAL DE SAUDE,960,FUNDO MUNICIPAL DE SAUDE [I0570]
21817418000166,FUNDO MUNICIPAL DE SAUDE,1987,FUNDO MUNICIPAL DE SAUDE [I0571]
21858225000153,MUNICIPIO DE MILTON BRANDAO - FUNDO MUNICIPAL DE SAUDE,130,MUNICIPIO DE MILTON BRAN [I0572]
22004126000177,FUNDO MUNICIPAL DE SAUDE,239,FUNDO MUNICIPAL DE SAUDE [I0573]
22855159000120,MUNICIPIO DE CABIXI,131,MUNICIPIO DE CABIXI [I0574]
22855167000177,MUNICIPIO DE SAO MIGUEL DO GUAPORE,27,MUNICIPIO DE SAO MIGUEL  [I0575]
22981088000102,MUNICIPIO DE TUCUMA,370,MUNICIPIO DE TUCUMA [I0576]
22992304000115,FUNDO MUNICIPAL DE SAUDE DE NOVA MAMORE,897,FUNDO MUNICIPAL DE SAUDE [I0577]
23014200000107,FUNDO MUNICIPAL DE SAUDE DE CRUZ DO ESPIRITO SANTO,119,FUNDO MUNICIPAL DE SAUDE [I0578]
23045893000197,FUNDO MUNICIPAL DE SAUDE DE PARECIS,173,FUNDO MUNICIPAL DE SAUDE [I0579]
23085655000105,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE NOVA BRASILNDIA D'OESTE - RO.,221,FUNDO MUNICIPAL DE SAUDE [I0580]
23109604000176,FUNDO MUNICIPAL DE SAUDE DE ESPIGAO DO OESTE (FMS),596,FUNDO MUNICIPAL DE SAUDE [I0581]
23179533000188,FUNDO MUNICIPAL DE SAUDE,277,FUNDO MUNICIPAL DE SAUDE [I0582]
23273682000101,FUNDO MUNICIPAL DE SAUDE,68,FUNDO MUNICIPAL DE SAUDE [I0583]
23767031000178,MUNICIPIO DE ITAU DE MINAS,120,MUNICIPIO DE ITAU DE MIN [I0584]
24039073000155,FUNDACAO ESTATAL DE ATENCAO EM SAUDE DO ESTADO DO PARANA - FUNEAS-PARANA,9,FUNDACAO ESTATAL DE ATEN [I0585]
24772162000106,MUNICIPIO DE NOVA MUTUM,5,MUNICIPIO DE NOVA MUTUM [I0586]
25053117000164,TOCANTINS SECRETARIA DE ESTADO DE SAUDE,1716,TOCANTINS SECRETARIA DE  [I0587]
25648387000118,UNIVERSIDADE FEDERAL DE UBERLANDIA,118,UNIVERSIDADE FEDERAL DE  [I0588]
27080605000196,SECRETARIA DE ESTADO DA SAUDE,1748,SECRETARIA DE ESTADO DA  [I0589]
27150549000119,MUNICIPIO DE CARIACICA,5,MUNICIPIO DE CARIACICA [I0590]
27744176000104,MUNICIPIO DE MARILANDIA,2,MUNICIPIO DE MARILANDIA [I0591]
28715986000103,CONSORCIO INTERMUNICIPAL DO VALE DO SAO FRANCISCO - CONIVALES,2591,CONSORCIO INTERMUNICIPAL [I0592]
29115474000160,MUNICIPIO DE MACAE,39,MUNICIPIO DE MACAE [I0593]
29138278000101,MUNICIPIO DE NOVA IGUACU,36,MUNICIPIO DE NOVA IGUACU [I0594]
29138278000705,NOVA IGUACU PREFEITURA,538,NOVA IGUACU PREFEITURA [I0595]
29138377000193,MUNICIPIO DE TRES RIOS,490,MUNICIPIO DE TRES RIOS [I0596]
29141322000132,MUNICIPIO DE PIRAI,22,MUNICIPIO DE PIRAI [I0597]
30372673000133,AUTARQUIA MUNICIPAL DE SAUDE DE PAICANDU,635,AUTARQUIA MUNICIPAL DE S [I0598]
31796626000180,MUNICIPIO DE AGUA DOCE DO NORTE,96,MUNICIPIO DE AGUA DOCE D [I0599]
32370759000152,FUNDACAO MUNICIPAL DE SAUDE DE PONTA GROSSA,1009,FUNDACAO MUNICIPAL DE SA [I0600]
32415283000129,MUNICIPIO DE MIGUEL PEREIRA,211,MUNICIPIO DE MIGUEL PERE [I0601]
34671016000148,MUNICIPIO DE PAU D`ARCO,174,MUNICIPIO DE PAU D`ARCO [I0602]
35561471000153,MUNICIPIO DE PARIPUEIRA,661,MUNICIPIO DE PARIPUEIRA [I0603]
36975571000199,FUNDO MUNICIPAL DE SAUDE,380,FUNDO MUNICIPAL DE SAUDE [I0604]
41522327000100,MUNICIPIO DE LAGOA ALEGRE,139,MUNICIPIO DE LAGOA ALEGR [I0605]
42498717000155,SECRETARIA DE ESTADO DE SAUDE - SES,1072,SECRETARIA DE ESTADO DE  [I0606]
43976166000150,MUNICIPIO DE AMERICO BRASILIENSE,1116,MUNICIPIO DE AMERICO BRA [I0607]
44229805000187,MUNICIPIO DE CASSIA DOS COQUEIROS,938,MUNICIPIO DE CASSIA DOS  [I0608]
44229813000123,MUNICIPIO DE SERRANA,587,MUNICIPIO DE SERRANA [I0609]
44431245000149,MUNICIPIO DE PIACATU,1258,MUNICIPIO DE PIACATU [I0610]
44445054000136,MUNICIPIO DE SANTOPOLIS DO AGUAPEI,1166,MUNICIPIO DE SANTOPOLIS  [I0611]
44518371000135,MUNICIPIO DE GARCA,1049,MUNICIPIO DE GARCA [I0612]
44518504000173,MUNICIPIO DE LUCIANOPOLIS,282,MUNICIPIO DE LUCIANOPOLI [I0613]
44531788000138,MUNICIPIO DE LINS,262,MUNICIPIO DE LINS [I0614]
44553790000108,MUNICIPIO DE BALBINOS,121,MUNICIPIO DE BALBINOS [I0615]
44556207000112,MUNICIPIO DE URU,990,MUNICIPIO DE URU [I0616]
44751725000197,MUNICIPIO DE SANTA CRUZ DA CONCEICAO,395,MUNICIPIO DE SANTA CRUZ  [I0617]
44880060000111,MUNICIPIO DE DRACENA,341,MUNICIPIO DE DRACENA [I0618]
44959021000104,MUNICIPIO DE GUARUJA,91,MUNICIPIO DE GUARUJA [I0619]
45132495000140,MUNICIPIO DE LIMEIRA,1,MUNICIPIO DE LIMEIRA [I0620]
45270188000126,MUNICIPIO DE MATAO,403,MUNICIPIO DE MATAO [I0621]
45276128000110,MUNICIPIO DE ARARAQUARA,78,MUNICIPIO DE ARARAQUARA [I0622]
45279635000108,MUNICIPIO DE ATIBAIA,1008,MUNICIPIO DE ATIBAIA [I0623]
45298569000113,MUNICIPIO DE ALTINOPOLIS,267,MUNICIPIO DE ALTINOPOLIS [I0624]
45299104000187,MUNICIPIO DE BATATAIS,256,MUNICIPIO DE BATATAIS [I0625]
45317955000105,MUNICIPIO DE ITIRAPUA,505,MUNICIPIO DE ITIRAPUA [I0626]
45323474000102,MUNICIPIO DE ARAMINA,182,MUNICIPIO DE ARAMINA [I0627]
45339363000194,MUNICIPIO DE PORTO FERREIRA,785,MUNICIPIO DE PORTO FERRE [I0628]
45352267000186,MUNICIPIO DE PONTAL,105,MUNICIPIO DE PONTAL [I0629]
45355575000165,MUNICIPIO DE IBATE,893,MUNICIPIO DE IBATE [I0630]
45355914000103,MUNICIPIO DE RIBEIRAO BONITO,30,MUNICIPIO DE RIBEIRAO BO [I0631]
45358249000101,MUNICIPIO DE SAO CARLOS,221,MUNICIPIO DE SAO CARLOS [I0632]
45368545000193,MUNICIPIO DE SANTA ROSA DE VITERBO,1,MUNICIPIO DE SANTA ROSA  [I0633]
45369220000125,MUNICIPIO DE SAO SIMAO,466,MUNICIPIO DE SAO SIMAO [I0634]
45685872000179,MUNICIPIO DE REGISTRO,54,MUNICIPIO DE REGISTRO [I0635]
45731650000145,MUNICIPIO DE PIRASSUNUNGA,266,MUNICIPIO DE PIRASSUNUNG [I0636]
45732377000173,MUNICIPIO DE SANTA GERTRUDES,368,MUNICIPIO DE SANTA GERTR [I0637]
45735552000186,MUNICIPIO DE ARTUR NOGUEIRA,159,MUNICIPIO DE ARTUR NOGUE [I0638]
45741527000105,MUNICIPIO DE SAO SEBASTIAO DA GRAMA,689,MUNICIPIO DE SAO SEBASTI [I0639]
45749819000194,MUNICIPIO DE SANTA RITA DO PASSA QUATRO,1342,MUNICIPIO DE SANTA RITA  [I0640]
45786159000111,MUNICIPIO DE IRACEMAPOLIS,67,MUNICIPIO DE IRACEMAPOLI [I0641]
46137410000180,MUNICIPIO DE BAURU,1072,MUNICIPIO DE BAURU [I0642]
46137444000174,MUNICIPIO DE AGUDOS,221,MUNICIPIO DE AGUDOS [I0643]
46189718000179,MUNICIPIO DE PEDERNEIRAS,2028,MUNICIPIO DE PEDERNEIRAS [I0644]
46211694000107,MUNICIPIO DE IBIRAREMA,28,MUNICIPIO DE IBIRAREMA [I0645]
46223707000168,MUNICIPIO DE FARTURA,808,MUNICIPIO DE FARTURA [I0646]
46227849000101,MUNICIPIO DE PONGAI,1104,MUNICIPIO DE PONGAI [I0647]
46231890000143,MUNICIPIO DE SANTA CRUZ DO RIO PARDO,919,MUNICIPIO DE SANTA CRUZ  [I0648]
46319000000150,MUNICIPIO DE GUARULHOS,4,MUNICIPIO DE GUARULHOS [I0649]
46341038000129,MUNICIPIO DE PIRACICABA,8,MUNICIPIO DE PIRACICABA [I0650]
46362661000168,MUNICIPIO DE LEME,2,MUNICIPIO DE LEME [I0651]
46362927000172,MUNICIPIO DE BROTAS,2036,MUNICIPIO DE BROTAS [I0652]
46371654000122,MUNICIPIO DE SANTA CRUZ DAS PALMEIRAS,1060,MUNICIPIO DE SANTA CRUZ  [I0653]
46373445000118,MUNICIPIO DE TAMBAU,987,MUNICIPIO DE TAMBAU [I0654]
46374500000194,SECRETARIA DE ESTADO DA SAUDE,147,SECRETARIA DE ESTADO DA  [I0655]
46374500001751,SECRETARIA DE ESTADO DA SAUDE,40,SECRETARIA DE ESTADO DA  [I0656]
46374500003533,SECRETARIA DE ESTADO DA SAUDE,52,SECRETARIA DE ESTADO DA  [I0657]
46374500003614,SECRETARIA DE ESTADO DA SAUDE,482,SECRETARIA DE ESTADO DA  [I0658]
46374500015701,SECRETARIA DE ESTADO DA SAUDE,8,SECRETARIA DE ESTADO DA  [I0659]
46374500026231,SECRETARIA DE ESTADO DA SAUDE,5254,SECRETARIA DE ESTADO DA  [I0660]
46410866000171,MUNICIPIO DE JAGUARIUNA,966,MUNICIPIO DE JAGUARIUNA [I0661]
46425229000179,MUNICIPIO DE AGUAI,748,MUNICIPIO DE AGUAI [I0662]
46429379000150,MUNICIPIO DE SAO JOAO DA BOA VISTA,118,MUNICIPIO DE SAO JOAO DA [I0663]
46435921000188,MUNICIPIO DE DIVINOLANDIA,554,MUNICIPIO DE DIVINOLANDI [I0664]
46446696000185,MUNICIPIO DE VINHEDO,25,MUNICIPIO DE VINHEDO [I0665]
46482832000192,MUNICIPIO DE SAO SEBASTIAO,128,MUNICIPIO DE SAO SEBASTI [I0666]
46482857000196,MUNICIPIO DE UBATUBA,1759,MUNICIPIO DE UBATUBA [I0667]
46522959000198,MUNICIPIO DE MAUA,722,MUNICIPIO DE MAUA [I0668]
46522983000127,MUNICIPIO DE SANTANA DE PARNAIBA,466,MUNICIPIO DE SANTANA DE  [I0669]
46523007000199,MUNICIPIO DE PIRAPORA DO BOM JESUS,101,MUNICIPIO DE PIRAPORA DO [I0670]
46523015000135,MUNICIPIO DE BARUERI,1099,MUNICIPIO DE BARUERI [I0671]
46523031000128,MUNICIPIO DE ITAPEVI,147,MUNICIPIO DE ITAPEVI [I0672]
46523049000120,MUNICIPIO DE COTIA,974,MUNICIPIO DE COTIA [I0673]
46523122000163,MUNICIPIO DE TABOAO DA SERRA,210,MUNICIPIO DE TABOAO DA S [I0674]
46523148000101,MUNICIPIO DE EMBU-GUACU,2,MUNICIPIO DE EMBU-GUACU [I0675]
46523155000103,MUNICIPIO DE JUQUITIBA,77,MUNICIPIO DE JUQUITIBA [I0676]
46523163000150,MUNICIPIO DE MAIRIPORA,89,MUNICIPIO DE MAIRIPORA [I0677]
46523247000193,MUNICIPIO DE DIADEMA,12,MUNICIPIO DE DIADEMA [I0678]
46523262000131,MUNICIPIO DE GUARAREMA,183,MUNICIPIO DE GUARAREMA [I0679]
46634200000105,MUNICIPIO DE ITAI,2442,MUNICIPIO DE ITAI [I0680]
46634291000170,MUNICIPIO DE ITAPETININGA,1709,MUNICIPIO DE ITAPETINING [I0681]
46634309000134,MUNICIPIO DE PARANAPANEMA,137,MUNICIPIO DE PARANAPANEM [I0682]
46634507000106,MUNICIPIO DE SALTO,1543,MUNICIPIO DE SALTO [I0683]
46634523000190,MUNICIPIO DE SAO MANUEL,270,MUNICIPIO DE SAO MANUEL [I0684]
46694139000183,MUNICIPIO DE JACAREI,219,MUNICIPIO DE JACAREI [I0685]
46732442000123,MUNICIPIO DE DESCALVADO,1,MUNICIPIO DE DESCALVADO [I0686]
47842836000105,MUNICIPIO DE FERNANDOPOLIS,809,MUNICIPIO DE FERNANDOPOL [I0687]
48468284000171,MUNICIPIO DE GUARARAPES,910,MUNICIPIO DE GUARARAPES [I0688]
48664296000171,MUNICIPIO DE PRADOPOLIS,230,MUNICIPIO DE PRADOPOLIS [I0689]
49979255000137,MUNICIPIO DE ITAPOLIS,775,MUNICIPIO DE ITAPOLIS [I0690]
50387844000105,MUNICIPIO DE JABOTICABAL,1386,MUNICIPIO DE JABOTICABAL [I0691]
51455087000122,MUNICIPIO DE VARGEM GRANDE PAULISTA,147,MUNICIPIO DE VARGEM GRAN [I0692]
51501484000193,CONSORCIO INTERMUNICIPAL DO VALE DO PARANAPANEMA,824,CONSORCIO INTERMUNICIPAL [I0693]
51814960000126,MUNICIPIO DE DOURADO,101,MUNICIPIO DE DOURADO [I0694]
51816247000111,MUNICIPIO DE MONTE ALTO,2316,MUNICIPIO DE MONTE ALTO [I0695]
52359692000162,MUNICIPIO DE BOM JESUS DOS PERDOES,631,MUNICIPIO DE BOM JESUS D [I0696]
